,name,male,origin,isMarried,isNoble,popularity,isAlive,season,episode,deaths,episode_num
592,Harwyn Hoare,1,,0,0,0.100334448160535,1,0,,,0
593,Hayhead,1,House Stark,0,0,0.0167224080267558,1,0,,,0
594,Hazrak zo Loraq,1,Foreign Peasant,0,0,0.0100334448160535,1,0,,,0
595,Harwyn Plumm,1,House Targaryen,0,1,0.0468227424749163,1,0,,,0
596,Helicent Uffering,0,Noble,0,0,0.0234113712374581,0,5,Sons of the Harpy,Two Unnamed Members of The Sons of the Harpy - Stabbed in the stomach by an unknown Unsullied with a spear.,44
597,Helliweg,0,,0,1,0.0100334448160535,1,0,,,0
598,Helly,0,,0,0,0.0133779264214046,1,0,,,0
599,Helya,0,House Greyjoy,0,0,0.0167224080267558,1,0,,,0
600,Henk,1,Wildling,0,0,0.0066889632107023,1,0,,,0
601,Henly (House Ashford),0,House Tyrell,0,0,0.0066889632107023,1,0,,,0
602,Herbert Bolling,0,House Tully,0,1,0.0100334448160535,1,0,,,0
603,Hendry Bracken,0,House Tully,0,0,0.040133779264214,0,5,Sons of the Harpy,Unnamed Dornish Guard - Stabbed in the chest by Ser Bronn with a sword.,44
604,Heward,0,House Stark,0,0,0.020066889632107,0,3,"Dark Wings, Dark Words","Lord Hoster Tully - Died of an unspecified illness off-screen, body shown in ""Walk of Punishment"".",22
605,Hibald,1,,0,0,0.0133779264214046,1,0,,,0
606,Hilmar Drumm,1,House Greyjoy,0,0,0.0066889632107023,1,0,,,0
607,Hod,1,,0,0,0.0033444816053511,1,0,,,0
608,Hoke,0,House Lannister,0,0,0.0100334448160535,1,0,,,0
609,Holger,0,Outlaw,0,0,0.0033444816053511,1,0,,,0
610,Hop-Robin,1,Night's Watch,0,0,0.0334448160535117,1,0,,,0
611,Hugh Beesbury,0,House Tyrell,0,1,0.0133779264214046,1,0,,,0
612,Humfrey Clifton,1,Noble,0,1,0.0133779264214046,1,0,,,0
613,Hunnimore,0,,0,1,0.0,1,0,,,0
614,Husband,1,,1,0,0.0434782608695652,1,0,,,0
615,Illifer,1,,0,1,0.040133779264214,1,0,,,0
616,Ironbelly,1,,0,0,0.0100334448160535,1,0,,,0
617,Jaehaerys Targaryen (son of Aegon II),1,House Targaryen,0,1,0.187290969899665,0,8,The Iron Throne,King Aegon II Targaryen - 1 (Deceased),72
618,Jaehaera Targaryen,0,House Targaryen,1,1,0.280936454849498,0,3,And Now His Watch Is Ended,"Queen Rhaenyra Targaryen - Burned alive and consumed by dragon on the orders of King Aegon II Targaryen off-screen, mentioned.",24
619,Jaggot,0,Outlaw,0,0,0.0,1,0,,,0
620,Jaehaerys II Targaryen,1,House Targaryen,0,0,0.494983277591973,0,6,Blood of My Blood,"King Aerys II Targaryen/Mad King - Stabbed in the back by Jaime Lannister with a sword, shown in a flashback.",56
621,Jaime Frey,1,House Frey,0,0,0.127090301003344,1,0,,,0
622,Jaehaerys I Targaryen,1,House Targaryen,0,0,0.65886287625418,0,6,Blood of My Blood,"King Aerys II Targaryen/Mad King - Stabbed in the back by Jaime Lannister with a sword, shown in a flashback.",56
623,Jate,0,,0,0,0.0,0,8,The Iron Throne,Jory Cassel - 2 (Deceased),72
624,Jate Blackberry,1,Peasant,0,0,0.0100334448160535,1,0,,,0
625,Jasper Waynwood,1,House Arryn,0,0,0.0568561872909698,1,0,,,0
626,Jayde,0,Peasant,0,0,0.020066889632107,1,0,,,0
627,Jeffory Norcross,1,Noble,0,1,0.0066889632107023,1,0,,,0
628,Jeffory Mallister,1,House Tully,0,0,0.020066889632107,1,0,,,0
629,Jayne Bracken,0,House Tully,0,0,0.0301003344481605,1,0,,,0
630,Squinty Jeyne,0,House Tyrell,0,0,0.0066889632107023,1,0,,,0
631,Jeyne Fossoway,0,House Tyrell,1,0,0.0535117056856187,1,0,,,0
632,Jeyne Heddle,0,Outlaw,0,0,0.0334448160535117,1,0,,,0
633,Jeyne Swann,0,House Baratheon,0,0,0.0167224080267558,1,0,,,0
634,Jeyne Westerling (wife of Maegor I),0,House Lannister,1,1,0.110367892976588,0,8,The Long Night,Lady Lyanna Mormont (Wight) - Died when Arya Stark killed the Night King.,69
635,Jeyne Waters,1,Peasant,0,0,0.0735785953177257,0,6,The Winds of Winter,"Walder Rivers - Killed and carved into a pie by Arya Stark off-screen, body shown.",60
636,Jeyne Westerling,0,House Lannister,1,1,0.424749163879598,1,0,,,0
637,Jocelyn Swyft,0,House Lannister,0,0,0.0167224080267558,1,0,,,0
638,Jodge,1,House Lannister,0,0,0.0033444816053511,1,0,,,0
639,Joanna Swyft,0,House Lannister,0,0,0.0234113712374581,1,0,,,0
640,Joanna Lannister,0,House Lannister,1,1,0.23076923076923,0,7,The Queen's Justice,Unnamed Lannister Soldier - Fell to his death after being thrown from Casterly Rock by an unknown Unsullied.,63
641,Johanna Swann,0,House Baratheon,0,0,0.020066889632107,1,0,,,0
642,Jommo,1,Dothraki,0,0,0.0100334448160535,1,0,,,0
643,Jommy,1,House Baratheon,0,0,0.0033444816053511,1,0,,,0
644,Jon Cupps,1,Noble,1,1,0.0501672240802675,1,0,,,0
645,Jon Heddle,1,Noble,0,1,0.0066889632107023,1,0,,,0
646,Jon Hollard,1,House Baratheon,0,1,0.0267558528428093,1,0,,,0
647,Jon Penny,0,Noble,0,0,0.0066889632107023,1,0,,,0
648,Jon Penrose,1,House Baratheon,0,1,0.0167224080267558,1,0,,,0
649,Jon Pox,1,,0,0,0.0167224080267558,1,0,,,0
650,Jon Vance,1,,0,1,0.0234113712374581,1,0,,,0
651,Jon Umber (Smalljon),1,House Stark,0,0,0.0702341137123745,0,8,The Iron Throne,Lord Smalljon Umber - 2 (Deceased),72
652,Jon Umber (Greatjon),1,House Stark,0,1,0.183946488294314,1,0,,,0
653,Jon Waters,1,,0,1,0.0769230769230769,0,6,The Winds of Winter,"Walder Rivers - Killed and carved into a pie by Arya Stark off-screen, body shown.",60
654,Jorquen,1,Night's Watch,0,0,0.0033444816053511,1,0,,,0
655,Jorgen,1,House Greyjoy,0,0,0.0,1,0,,,0
656,Joseran,0,,0,1,0.0033444816053511,1,0,,,0
657,Joseth,1,House Stark,0,0,0.0301003344481605,1,0,,,0
658,Joseth Mallister,0,House Tully,0,1,0.0133779264214046,1,0,,,0
659,Joss,1,,0,0,0.0033444816053511,1,0,,,0
660,Joss the Gloom,0,Foreign Peasant,0,0,0.0100334448160535,1,0,,,0
661,Joth Quickbow,0,,0,0,0.0,1,0,,,0
662,Josua Willum,1,House Tyrell,0,0,0.0133779264214046,1,0,,,0
663,Jurne,0,,0,1,0.0133779264214046,1,0,,,0
664,Jothos Slynt,1,House Baratheon,0,0,0.0234113712374581,1,0,,,0
665,Jyck,1,House Lannister,0,0,0.0301003344481605,0,4,Breaker of Chains,Guymon - Shot in the back of the head by Ygritte with an arrow using a bow.,33
666,Jyzene,0,,0,0,0.0133779264214046,1,0,,,0
667,Kegs,1,Night's Watch,0,0,0.0167224080267558,1,0,,,0
668,Kella,0,Noble,0,0,0.0033444816053511,1,0,,,0
669,Kemmett Pyke,0,House Greyjoy,0,0,0.0100334448160535,1,0,,,0
670,Kenned,0,House Greyjoy,0,0,0.0066889632107023,0,3,Kissed by Fire,Lord Rickard Karstark - Decapitated by King Robb Stark with a sword.,25
671,Ketter,0,Night's Watch,0,0,0.0,1,0,,,0
672,Kirby Pimm,1,,0,1,0.0,1,0,,,0
673,Kojja Mo,0,Foreign Peasant,0,0,0.0167224080267558,1,0,,,0
674,Kirth Vance,1,House Tully,0,0,0.0267558528428093,1,0,,,0
675,Koss,1,,0,0,0.0367892976588628,0,3,Kissed by Fire,Unnamed Stark Guard - Stabbed through the back by an unknown Stark soldier with a sword.,25
676,Kromm,0,House Greyjoy,0,0,0.0066889632107023,0,3,And Now His Watch Is Ended,Craster - Stabbed in the throat by Karl Tanner with a knife.,24
677,Kurz,1,,0,0,0.0367892976588628,0,1,The Wolf and the Lion,Kurleket - Killed by an unknown Hill Tribesman.,5
678,Kyle,1,,0,1,0.0267558528428093,1,0,,,0
679,Kyle (brotherhood),0,Outlaw,0,0,0.0,0,8,The Iron Throne,Brother Ray - 1 (Deceased),72
680,Kyle Royce,1,House Arryn,0,0,0.020066889632107,1,0,,,0
681,Kyleg,0,Wildling,0,0,0.0100334448160535,1,0,,,0
682,Kym,0,,0,1,0.0,1,0,,,0
683,Lamprey,1,House Baratheon,0,0,0.0100334448160535,1,0,,,0
684,Lancel V Lannister,0,House Lannister,0,0,0.020066889632107,1,0,,,0
685,Lanna,0,,0,0,0.020066889632107,1,0,,,0
686,Lanna (Happy Port),0,Foreign Peasant,0,0,0.0267558528428093,1,0,,,0
687,Larraq,1,Foreign Peasant,0,0,0.020066889632107,1,0,,,0
688,Layna,0,,0,0,0.0234113712374581,1,0,,,0
689,Lem,1,Outlaw,0,0,0.0836120401337792,1,0,,,0
690,Leana Frey,0,House Frey,0,0,0.0735785953177257,1,0,,,0
691,Lennocks,1,,0,0,0.0033444816053511,1,0,,,0
692,Lem (Standfast),0,House Tyrell,0,0,0.0133779264214046,0,2,Valar Morghulis,"Farlen - Killed by unknown Bolton soldiers off-screen, body shown.",20
693,Lenn,0,Wildling,0,0,0.0066889632107023,1,0,,,0
694,Lenyl,1,Wildling,0,0,0.0100334448160535,1,0,,,0
695,Lenwood Tawney,1,House Greyjoy,0,0,0.0100334448160535,1,0,,,0
696,Leo Tyrell (Longthorn),1,House Tyrell,0,1,0.0535117056856187,1,0,,,0
697,Leona Tyrell,0,House Tyrell,0,0,0.123745819397993,1,0,,,0
698,Leo Tyrell (son of Victor),1,House Tyrell,1,1,0.130434782608695,1,0,,,0
699,Lester,0,House Lannister,0,0,0.0167224080267558,1,0,,,0
700,Lew (guard),0,House Stark,0,0,0.0,1,0,,,0
701,Lewis Lanster,1,Outlaw,0,0,0.0066889632107023,1,0,,,0
702,Lewys Piper,1,House Tully,0,0,0.0334448160535117,1,0,,,0
703,Leyla Hightower,0,House Tyrell,1,0,0.0501672240802675,1,0,,,0
704,Lia Serry,0,House Tyrell,1,0,0.137123745819397,1,0,,,0
705,Liane Vance,0,House Tully,0,0,0.0167224080267558,1,0,,,0
706,Lister,1,,0,0,0.0033444816053511,1,0,,,0
707,Long Lew,1,House Tully,0,0,0.0,1,0,,,0
708,Lorcas,1,,0,0,0.0100334448160535,1,0,,,0
709,Lorent Lorch,0,House Lannister,0,1,0.0100334448160535,1,0,,,0
710,Lorimer,1,House Lannister,0,1,0.0133779264214046,0,8,The Long Night,Lord Beric Dondarrion - Stabbed to death by wight. Reanimated as a wight.,69
711,Lorren,1,,0,0,0.0234113712374581,0,2,What Is Dead May Never Die,Yoren - Stabbed in the back of the neck by Ser Amory Lorch with a sword.,13
712,Lothar,1,,0,1,0.0,1,0,,,0
713,Lorent Tyrell,0,House Tyrell,0,0,0.127090301003344,1,0,,,0
714,Lotho Lornel,0,Foreign Peasant,0,0,0.0066889632107023,1,0,,,0
715,Lucan,1,House Tully,0,0,0.0133779264214046,0,1,The Wolf and the Lion,Unnamed Hill Tribesman - Repeatedly stabbed in the head by Lord Tyrion Lannister with a shield.,5
716,Lucamore Strong,1,Noble,0,1,0.0167224080267558,1,0,,,0
717,Lucantine Woodwright,0,,0,1,0.0100334448160535,1,0,,,0
718,Lucas Nayland,0,House Frey,0,1,0.0033444816053511,1,0,,,0
719,Lucas Roote,1,House Frey,0,0,0.0133779264214046,0,4,The Lion and the Rose,Lord Axell Florent - Burned alive by unknown Baratheon soldiers on the orders of Melisandre/The Red Woman.,32
720,Lucifer Hardy,1,Noble,0,1,0.0066889632107023,1,0,,,0
721,Luco Prestayn,0,Foreign Peasant,0,0,0.0033444816053511,1,0,,,0
722,Lucimore Botley,0,House Greyjoy,0,0,0.0468227424749163,1,0,,,0
723,Lucos,1,,0,0,0.0066889632107023,1,0,,,0
724,Luke of Longtown,0,Night's Watch,0,0,0.0133779264214046,1,0,,,0
725,Lucas Tyrell,1,House Tyrell,0,0,0.123745819397993,1,0,,,0
726,Lum,1,House Lannister,0,0,0.0133779264214046,1,0,,,0
727,Luton,1,House Stark,0,0,0.0234113712374581,0,8,The Long Night,Lord Commander Eddison Tollett - Stabbed in the back by a wight. Reanimated as a wight.,69
728,Luthor Tyrell (son of Moryn),0,House Tyrell,1,1,0.130434782608695,1,0,,,0
729,Luthor Tyrell (son of Theodore),1,House Tyrell,0,0,0.137123745819397,1,0,,,0
730,Lymond Mallister,0,House Tully,0,1,0.0133779264214046,1,0,,,0
731,Lync,0,Night's Watch,0,0,0.0066889632107023,1,0,,,0
732,Lyonel (knight),1,House Lannister,0,1,0.0133779264214046,1,0,,,0
733,Lyonel Bentley,0,Soldier,0,1,0.0133779264214046,0,6,The Broken Man,"At Least 27 Unnamed Civilians - Killed by Lem Lemoncloak, Morgan, and Gatins off-screen, bodies shown.",57
734,Lyonel Tyrell (lord),1,House Tyrell,0,1,0.020066889632107,0,8,The Iron Throne,Lord Tywin Lannister - 3 (Deceased),72
735,Lysa Meadows,0,House Tyrell,1,0,0.130434782608695,1,0,,,0
736,Lyonel Tyrell (son of Leo),0,House Tyrell,0,0,0.130434782608695,1,0,,,0
737,Maddy,0,House Arryn,0,0,0.0133779264214046,1,0,,,0
738,Maerie (Goodwife),0,,0,1,0.0033444816053511,1,0,,,0
739,Maerie (Whore),0,,0,0,0.0033444816053511,0,5,Mother's Mercy,Myranda - Fell to her death after being pushed off a rampart by Prince Theon Greyjoy/Reek.,50
740,Maggy,1,,0,0,0.0568561872909698,1,0,,,0
741,Malcolm,0,,0,1,0.0066889632107023,1,0,,,0
742,Malleon,1,,0,1,0.0167224080267558,1,0,,,0
743,Malliard,1,Noble,0,1,0.0066889632107023,1,0,,,0
744,Mallor (Knight),1,,0,1,0.0,1,0,,,0
745,Mallor,0,House Lannister,0,0,0.0066889632107023,1,0,,,0
746,Manfred Dondarrion,1,House Baratheon,0,1,0.0100334448160535,1,0,,,0
747,Manfred Lothston,1,Noble,0,0,0.0100334448160535,1,0,,,0
748,Manfred Swann,0,House Baratheon,0,1,0.0167224080267558,1,0,,,0
749,Manfryd Lothston,1,Noble,0,0,0.0066889632107023,1,0,,,0
750,Manfryd Yew,0,Noble,0,1,0.020066889632107,1,0,,,0
751,Marei,1,Peasant,0,0,0.0434782608695652,1,0,,,0
752,Marghaz zo Loraq,1,Foreign Peasant,0,0,0.0334448160535117,1,0,,,0
753,Maris,0,Wildling,0,0,0.0066889632107023,1,0,,,0
754,Marq Grafton,1,House Arryn,0,0,0.0301003344481605,0,6,The Broken Man,"Lady Maege Mormont - Died of unknown causes during the War of the Five Kings off-screen, mentioned.",57
755,Martyn Mullendore,0,House Tyrell,0,1,0.0066889632107023,1,0,,,0
756,Maslyn,0,Night's Watch,0,0,0.0133779264214046,0,5,The House of Black and White,"Mossador's Father - Died in an unspecified manner off-screen, mentioned.",42
757,Mathos Mallarawan,0,Foreign Peasant,0,0,0.0167224080267558,1,0,,,0
758,Matrice,0,House Baratheon,0,0,0.0033444816053511,1,0,,,0
759,Matt,1,,0,0,0.0033444816053511,1,0,,,0
760,Maynard,1,,0,1,0.0133779264214046,1,0,,,0
761,Maynard Plumm,1,House Targaryen,0,1,0.0234113712374581,1,0,,,0
762,Mazdhan zo Loraq,1,Foreign Peasant,0,0,0.0100334448160535,1,0,,,0
763,Mebble,1,,0,0,0.0066889632107023,1,0,,,0
764,Meha,0,Wildling,0,0,0.0066889632107023,1,0,,,0
765,Mela,0,House Arryn,0,0,0.0100334448160535,1,0,,,0
766,Meizo Mahr,0,,0,0,0.0066889632107023,1,0,,,0
767,Melaquin,0,,0,1,0.0,1,0,,,0
768,Medwick Tyrell,1,House Tyrell,0,1,0.120401337792642,1,0,,,0
769,Meliana,0,,0,0,0.0,1,0,,,0
770,Melicent,0,,0,0,0.0033444816053511,1,0,,,0
771,Mellei,0,House Martell,0,0,0.0100334448160535,1,0,,,0
772,Melly,0,Outlaw,0,0,0.0033444816053511,1,0,,,0
773,Mellos,1,,0,1,0.237458193979933,1,0,,,0
774,Meralyn,0,Foreign Peasant,0,0,0.0267558528428093,1,0,,,0
775,Merling Queen,0,Foreign Peasant,0,0,0.020066889632107,1,0,,,0
776,Mero,1,Outlaw,0,0,0.0468227424749163,0,3,Second Sons,"Mero - Decapitated by Daario Naharis off-screen, head shown.",28
777,Merrell Florent,1,House Tyrell,0,0,0.0668896321070234,1,0,,,0
778,Michael Mertyns,1,House Baratheon,0,1,0.0066889632107023,1,0,,,0
779,Miklaz,0,Foreign Peasant,0,1,0.0167224080267558,1,0,,,0
780,Mollander,1,,0,0,0.0367892976588628,1,0,,,0
781,Mollos,0,,0,1,0.0100334448160535,1,0,,,0
782,Moonshadow,0,Foreign Peasant,0,0,0.0100334448160535,1,0,,,0
783,Moreo Tumitis,1,,0,0,0.0100334448160535,1,0,,,0
784,Morgarth,1,Noble,0,1,0.0167224080267558,1,0,,,0
785,Moro,1,Dothraki,0,0,0.0167224080267558,1,0,,,0
786,Morra,0,House Martell,0,0,0.0100334448160535,1,0,,,0
787,Morrec,1,House Lannister,0,0,0.0267558528428093,0,2,Valar Morghulis,Doreah - Died of natural causes after being locked in a vault by Queen Daenerys I Targaryen.,20
788,Mors Manwoody,1,House Martell,0,0,0.0234113712374581,1,0,,,0
789,Mortimer Boggs,1,Noble,0,1,0.0133779264214046,1,0,,,0
790,Mors Martell (brother of Doran),1,House Martell,0,0,0.0668896321070234,0,3,Mhysa,"Black Lorren - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
791,Mother Mole,0,Wildling,0,0,0.0434782608695652,1,0,,,0
792,Mudge (brotherhood),0,Outlaw,0,0,0.0,1,0,,,0
793,Mudge (miller),1,,0,0,0.0033444816053511,1,0,,,0
794,Mudge (swineherd),1,House Tyrell,0,0,0.0,1,0,,,0
795,Munciter,1,Noble,0,1,0.0066889632107023,1,0,,,0
796,Mully,1,Night's Watch,0,0,0.0501672240802675,1,0,,,0
797,Murch,1,,0,0,0.0100334448160535,1,0,,,0
798,Murch (Winterfell),1,House Stark,0,0,0.0033444816053511,1,0,,,0
799,Myles (squire),1,House Tully,0,0,0.0133779264214046,0,3,Mhysa,Unnamed Frey Soldier - Slashed across the chest by Sandor Clegane/The Hound with a sword.,30
800,Myrtle,0,Wildling,0,0,0.0468227424749163,0,5,Mother's Mercy,Myranda - Fell to her death after being pushed off a rampart by Prince Theon Greyjoy/Reek.,50
801,Nage,1,House Bolton,0,0,0.0033444816053511,1,0,,,0
802,Nail,0,Outlaw,0,0,0.0133779264214046,1,0,,,0
803,Narbert,0,,0,1,0.0267558528428093,1,0,,,0
804,Narbo,0,Foreign Peasant,0,0,0.0100334448160535,1,0,,,0
805,Nan,0,House Stark,0,0,0.0969899665551839,1,0,,,0
806,Ned (ferryman),1,,0,0,0.0033444816053511,1,0,,,0
807,Nella,0,Wildling,1,0,0.020066889632107,1,0,,,0
808,Ned Woods,1,House Stark,0,0,0.0167224080267558,1,0,,,0
809,Nissa Nissa,1,,1,0,0.020066889632107,1,0,,,0
810,Nightingale,0,,0,0,0.0167224080267558,1,0,,,0
811,Nolla,0,,0,1,0.0,1,0,,,0
812,Norjen,0,House Greyjoy,0,0,0.0066889632107023,1,0,,,0
813,Norren,1,,0,1,0.0167224080267558,1,0,,,0
814,Nymos,0,,0,1,0.0066889632107023,1,0,,,0
815,Normund Tyrell,0,House Tyrell,0,1,0.127090301003344,1,0,,,0
816,Ocley,0,,0,1,0.0066889632107023,1,0,,,0
817,Ogo,1,Dothraki,0,0,0.0367892976588628,0,6,Book of the Stranger,Aggo - Stabbed in the back by Daario Naharis with a knife.,54
818,Old Crackbones,1,,0,0,0.0,1,0,,,0
819,Old Grey Gull,1,House Greyjoy,0,0,0.0100334448160535,1,0,,,0
820,Old Tattersalt,1,Night's Watch,0,0,0.0133779264214046,1,0,,,0
821,Old Henly,1,Night's Watch,0,0,0.0133779264214046,0,3,"Dark Wings, Dark Words","Lord Hoster Tully - Died of an unspecified illness off-screen, body shown in ""Walk of Punishment"".",22
822,Olyvar Oakheart,1,House Tyrell,0,1,0.0234113712374581,0,8,The Iron Throne,Othell Yarwyck - 1 (Deceased),72
823,Olene Tyrell,0,House Tyrell,1,0,0.127090301003344,1,0,,,0
824,Orbelo,1,Foreign Peasant,0,0,0.0133779264214046,1,0,,,0
825,Orivel,1,Soldier,0,1,0.0033444816053511,1,0,,,0
826,Orell,1,Wildling,0,0,0.0802675585284281,0,3,The Rains of Castamere,Orell - Stabbed in the stomach by Jon Snow using Longclaw.,29
827,Ormond (knight),0,,0,1,0.0,0,8,The Long Night,Lord Beric Dondarrion - Stabbed to death by wight. Reanimated as a wight.,69
828,Ormond Osgrey,0,House Tyrell,0,1,0.0100334448160535,1,0,,,0
829,Ormond Westerling,0,House Lannister,0,1,0.0,1,0,,,0
830,Oro Tendyris,1,Foreign Peasant,0,0,0.0133779264214046,1,0,,,0
831,Ormund Wylde,1,House Baratheon,0,1,0.0133779264214046,1,0,,,0
832,Osmynd,0,Soldier,0,0,0.0033444816053511,1,0,,,0
833,Ossy,0,House Arryn,0,0,0.0100334448160535,1,0,,,0
834,Oswyn,0,Outlaw,0,0,0.0033444816053511,1,0,,,0
835,Othor,1,Night's Watch,0,0,0.0568561872909698,0,8,The Iron Throne,Othell Yarwyck - 1 (Deceased),72
836,Otter Gimpknee,0,,0,0,0.0066889632107023,1,0,,,0
837,Ottomore,1,,0,0,0.0066889632107023,1,0,,,0
838,Owen (brother of Meribald),1,,0,0,0.0133779264214046,1,0,,,0
839,Owen,1,Night's Watch,0,0,0.0367892976588628,1,0,,,0
840,Owen Inchfield,0,Noble,0,1,0.0133779264214046,1,0,,,0
841,Palla,0,House Stark,0,0,0.020066889632107,1,0,,,0
842,Pate (Old),1,,0,0,0.0066889632107023,1,0,,,0
843,Pate (Mory),1,,0,0,0.0033444816053511,1,0,,,0
844,Pate (Lancewood),1,,0,0,0.0033444816053511,1,0,,,0
845,Pate (Pinchbottom),0,,0,0,0.0033444816053511,0,1,The Pointy End,Vayon Poole - Stabbed in the stomach by an unknown Lannister soldier with a spear.,8
846,Pate (Night's Watch),0,Night's Watch,0,0,0.0066889632107023,1,0,,,0
847,Pate (Shermer's Grove),1,,0,0,0.0033444816053511,1,0,,,0
848,Pate (Standfast),1,House Tyrell,0,0,0.0133779264214046,0,1,The Pointy End,Vayon Poole - Stabbed in the stomach by an unknown Lannister soldier with a spear.,8
849,Penny Jenny,0,,0,0,0.0033444816053511,1,0,,,0
850,Penny,0,Outlaw,0,0,0.187290969899665,1,0,,,0
851,Perros Blackmont,1,House Martell,0,0,0.020066889632107,1,0,,,0
852,Perwyn Osgrey,0,House Tyrell,0,1,0.0066889632107023,1,0,,,0
853,Peter Plumm,1,House Targaryen,0,1,0.0267558528428093,1,0,,,0
854,Plummer,0,House Tyrell,0,1,0.0,1,0,,,0
855,Poetess,0,Foreign Peasant,0,0,0.0100334448160535,1,0,,,0
856,Pollitor,1,Noble,0,1,0.0100334448160535,1,0,,,0
857,Porridge,1,House Baratheon,0,0,0.0066889632107023,1,0,,,0
858,Porther,1,House Stark,0,0,0.0100334448160535,1,0,,,0
859,Portifer Woodwright,0,,0,1,0.0100334448160535,1,0,,,0
860,Poul Pemford,1,Noble,0,0,0.0066889632107023,0,8,The Long Night,Fergus - Killed by wight off-screen. Reanimated as a wight.,69
861,Poxy Tym,1,House Stark,0,0,0.0100334448160535,0,7,The Queen's Justice,Tyene Sand - Poisoned by Queen Cersei I Lannister with the long farewell.,63
862,Praed,1,,0,0,0.0167224080267558,0,3,Second Sons,"Prendahl na Ghezn - Decapitated by Daario Naharis off-screen, head shown.",28
863,Puckens,0,House Lannister,0,0,0.0133779264214046,1,0,,,0
864,Pudding,0,,0,0,0.0033444816053511,1,0,,,0
865,Puddingfoot,0,Outlaw,0,0,0.0033444816053511,1,0,,,0
866,Qalen,1,House Greyjoy,0,1,0.0100334448160535,1,0,,,0
867,Qarl the Thrall,0,House Greyjoy,0,0,0.0167224080267558,1,0,,,0
868,Qarl Kenning,0,House Greyjoy,0,0,0.0066889632107023,1,0,,,0
869,Qarl Correy,1,House Targaryen,0,1,0.0267558528428093,1,0,,,0
870,Qarl Shepherd,0,House Greyjoy,0,0,0.0066889632107023,1,0,,,0
871,Qarl Quickaxe,1,House Greyjoy,0,0,0.0033444816053511,1,0,,,0
872,Qos,1,,0,1,0.0033444816053511,1,0,,,0
873,Quellon Humble,1,House Greyjoy,0,0,0.020066889632107,1,0,,,0
874,Quaro,0,Dothraki,0,0,0.0301003344481605,0,1,Baelor,Qotho - Slashed across the face by Ser Jorah Mormont with a sword.,9
875,Aelinor Penrose,0,House Baratheon,1,1,0.163879598662207,1,0,,,0
876,Aemon Estermont,1,House Baratheon,0,1,0.0301003344481605,1,0,,,0
877,Aemon Rivers,1,House Frey,0,1,0.0334448160535117,1,0,,,0
878,Aglantine,0,Soldier,0,0,0.0133779264214046,1,0,,,0
879,Aladale Wynch,1,House Greyjoy,0,1,0.020066889632107,0,8,The Long Night,Lady Alys Karstark - Killed by wight off-screen. Reanimated as a wight.,69
880,Albett,1,Night's Watch,0,0,0.0334448160535117,1,0,,,0
881,Albar Royce,1,House Arryn,0,1,0.0334448160535117,1,0,,,0
882,Alesander Staedmon,0,House Baratheon,0,1,0.0133779264214046,1,0,,,0
883,Alekyne Florent,1,House Tyrell,0,1,0.0668896321070234,1,0,,,0
884,Alesander Frey,0,House Frey,0,0,0.1438127090301,1,0,,,0
885,Alester Norcross,1,Noble,0,0,0.0802675585284281,1,0,,,0
886,Allard Seaworth,1,House Baratheon,0,1,0.0635451505016722,0,6,Oathbreaker,Ser Arthur Dayne - Slashed by Lord Eddard Stark with Dawn after being stabbed in the neck by Lord Howland Reed.,53
887,Allar Deem,1,Soldier,0,0,0.0434782608695652,0,8,The Iron Throne,Ser Alliser Thorne - 3 (Deceased),72
888,Alla Tyrell,0,House Tyrell,0,0,0.150501672240802,1,0,,,0
889,Alyn Cockshaw,1,House Tyrell,0,1,0.040133779264214,0,1,Baelor,Crow - Shot by Lord Robb Stark with an arrow using a bow.,9
890,Alyce Graceford,0,House Tyrell,0,1,0.0234113712374581,1,0,,,0
891,Alyn Connington,0,Noble,0,1,0.060200668896321,1,0,,,0
892,Alyn Ambrose,1,House Tyrell,0,0,0.0334448160535117,1,0,,,0
893,Alyn Estermont,1,House Baratheon,0,1,0.0267558528428093,1,0,,,0
894,Alyn Stackspear,0,House Lannister,0,1,0.0267558528428093,1,0,,,0
895,Alyn Frey,1,House Frey,0,0,0.137123745819397,1,0,,,0
896,Alyn Haigh,0,House Frey,0,0,0.0735785953177257,1,0,,,0
897,Alysanne Bulwer,0,House Tyrell,0,1,0.153846153846153,1,0,,,0
898,Alysanne Lefford,0,House Lannister,0,1,0.0133779264214046,1,0,,,0
899,Alys Frey,0,House Frey,1,0,0.0668896321070234,1,0,,,0
900,Alyssa Blackwood,0,House Tully,1,1,0.0969899665551839,0,5,The House of Black and White,"Two of Gilly's Sisters - Died after being infected with Greyscale off-screen, mentioned.",42
901,Alyx Frey,0,House Frey,0,0,0.1438127090301,1,0,,,0
902,Amarei Crakehall,0,House Lannister,1,0,0.153846153846153,0,1,"Cripples, Bastards, and Broken Things","Harkon Umber - Died during a bear hunt off-screen, mentioned.",4
903,Ambrose Butterwell,1,House Targaryen,1,1,0.414715719063545,0,5,Mother's Mercy,Unnamed Baratheon Soldier - Stabbed in the back by Lord Ramsay Bolton with a sword.,50
904,Andar Royce,1,House Arryn,0,1,0.040133779264214,1,0,,,0
905,Andros Brax,1,House Lannister,0,1,0.0535117056856187,0,5,Sons of the Harpy,"Unnamed Dornish Guard - Killed by Ser Bronn off-screen, body shown.",44
