Name,Culture,Born,Died,Titles,Aliases,Father,Mother,Spouse,Allegiances,Books,POV Books,TV Series,Played By,URL
Malwyn Frey,,In 284 AC,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/700
Mandon Moore,Valemen,,"In 299 AC, at the Blackwater Rush",['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/268'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",[],"['Season 1', 'Season 2']",['James Doran'],https://www.anapioficeandfire.com/api/characters/701
Manfred Dondarrion,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/102'],['https://www.anapioficeandfire.com/api/books/4'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/702
Manfred Lothston,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/246'],['https://www.anapioficeandfire.com/api/books/6'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/703
Manfred Swann,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/373'],['https://www.anapioficeandfire.com/api/books/3'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/704
Manfrey Martell,Dornish,,,"['Ser', 'Castellan of Sunspear']",[''],,,,['https://www.anapioficeandfire.com/api/houses/285'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/705
Manfryd Lothston,,,,[''],"[""Manfryd o' the Black Hood""]",,,,['https://www.anapioficeandfire.com/api/houses/246'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/706
Manfryd Yew,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/443'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/707
Margot Lannister,,,,['Lady of Starpike'],[''],,,https://www.anapioficeandfire.com/api/characters/1027,"['https://www.anapioficeandfire.com/api/houses/229', 'https://www.anapioficeandfire.com/api/houses/296']","['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/708
Mariah Martell,Dornish,,,['Princess'],['Myriah Martell'],,,https://www.anapioficeandfire.com/api/characters/274,"['https://www.anapioficeandfire.com/api/houses/285', 'https://www.anapioficeandfire.com/api/houses/378']","['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/709
Maric Seaworth,,,"In 299 AC, at Blackwater Rush",['Oarmaster'],[''],,,,['https://www.anapioficeandfire.com/api/houses/340'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/710
Marissa Frey,,In 286 AC,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/711
Mariya Darry,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/751,"['https://www.anapioficeandfire.com/api/houses/97', 'https://www.anapioficeandfire.com/api/houses/143']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/712
Mark Mullendore,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/275'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/713
Mark Ryswell,Northmen,,"In 283 AC, at the Tower of Joy",['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/335'],['https://www.anapioficeandfire.com/api/books/1'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/714
Marlon Manderly,,At White Harbor,,"['Ser', 'Commander of the garrison at White Harbor']",[''],,,,['https://www.anapioficeandfire.com/api/houses/255'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/715
Marna Locke,Northmen,,,['Lady of Winterfell'],[''],,,https://www.anapioficeandfire.com/api/characters/351,"['https://www.anapioficeandfire.com/api/houses/239', 'https://www.anapioficeandfire.com/api/houses/362']",['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/716
Maron Botley,,,,[''],['Fishwhiskers'],,,,['https://www.anapioficeandfire.com/api/houses/36'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/717
Maron Greyjoy,Ironborn,In 275 AC or before,"In 289 AC, at Pyke",[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/169'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/718
Maron Nymeros Martell,Dornish,,,['Prince of Dorne'],[''],,,https://www.anapioficeandfire.com/api/characters/271,['https://www.anapioficeandfire.com/api/houses/285'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/719
Maron Volmark,Ironborn,In 283 AC or 284 AC,,"['Lord of Volmark', 'Lord of Greenshield']",[''],,,,['https://www.anapioficeandfire.com/api/houses/409'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/720
Marq Piper,Rivermen,At Pinkmaiden Castle,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/302'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/721
Marq Rankenfell,,,,"[""Lord Commander of the Night's Watch""]",['Mad Marq Rankenfell'],,,,[],['https://www.anapioficeandfire.com/api/books/3'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/722
Marsella Waynwood,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/994,"['https://www.anapioficeandfire.com/api/houses/143', 'https://www.anapioficeandfire.com/api/houses/417']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/723
Martyn Cassel,Northmen,,"In 284 AC, at the Tower of Joy",[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/61'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/724
Martyn Lannister,,In or between 285 AC and 287 AC,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/229'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],['Season 3'],['Dean-Charles Chapman'],https://www.anapioficeandfire.com/api/characters/725
Martyn Mullendore,,,,['Lord of Uplands'],[''],,,,['https://www.anapioficeandfire.com/api/houses/275'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/726
Marwyn Belmore,,,,['Ser'],['Ser Ding-Dong'],,,,['https://www.anapioficeandfire.com/api/houses/19'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/727
Mary Mertyns,Westeros,,,['Lady of Mistwood'],[''],,,,['https://www.anapioficeandfire.com/api/houses/265'],['https://www.anapioficeandfire.com/api/books/8'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/728
Matarys Targaryen,,In 184 AC or later,"In 209 AC, at King's Landing",['Prince'],['The Even Younger Prince'],,,,['https://www.anapioficeandfire.com/api/houses/378'],"['https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/6', 'https://www.anapioficeandfire.com/api/books/7', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/729
Mathis Frey,,In 294 AC,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/730
Mathis Rowan,Reach,,,"['Lord of Goldengrove', 'Marshall of the Northmarch']",[''],,,https://www.anapioficeandfire.com/api/characters/198,['https://www.anapioficeandfire.com/api/houses/326'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/731
Maynard Plumm,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/303'],['https://www.anapioficeandfire.com/api/books/7'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/732
Medgar Tully,Rivermen,,In or between 209 AC and 211 AC,"['Lord Paramount of the Trident', 'Lord of Riverrun']",[''],,,,['https://www.anapioficeandfire.com/api/houses/395'],['https://www.anapioficeandfire.com/api/books/4'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/733
Medger Cerwyn,Northmen,At Cerwyn,"In 299 AC, at Harrenhal",['Lord of Cerwyn'],[''],,,,['https://www.anapioficeandfire.com/api/houses/66'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/734
Meera Reed,Crannogmen,"In 283 AC, at Greywater Watch",,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/318'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],"['Season 3', 'Season 4', 'Season 6']",['Ellie Kendrick'],https://www.anapioficeandfire.com/api/characters/735
Megga Tyrell,,In 286 AC (roughly),,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/398'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/736
Melantha Blackwood,,,,['Lady of Winterfell'],[''],,,https://www.anapioficeandfire.com/api/characters/1111,"['https://www.anapioficeandfire.com/api/houses/27', 'https://www.anapioficeandfire.com/api/houses/362']",['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/737
Melara Crane,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/72,"['https://www.anapioficeandfire.com/api/houses/87', 'https://www.anapioficeandfire.com/api/houses/133']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/738
Melara Hetherspoon,,In 264 AC or 265 AC,In 276 AC,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/193'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/739
Meldred Merlyn,Ironborn,,,['Lord of Pebbleton'],['The Merlyn'],,,,['https://www.anapioficeandfire.com/api/houses/263'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/740
Melesa Crakehall,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/682,['https://www.anapioficeandfire.com/api/houses/86'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/741
Melessa Florent,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/850,"['https://www.anapioficeandfire.com/api/houses/133', 'https://www.anapioficeandfire.com/api/houses/379']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],['Season 6'],['Samantha Spiro'],https://www.anapioficeandfire.com/api/characters/742
Melisandre,Asshai,At Unknown,,[''],"['The Red Priestess', 'The Red Woman', ""The King's Red Shadow"", 'Lady Red', 'Lot Seven']",,,,[],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",['https://www.anapioficeandfire.com/api/books/8'],"['Season 2', 'Season 3', 'Season 4', 'Season 5', 'Season 6']",['Carice van Houten'],https://www.anapioficeandfire.com/api/characters/743
Melissa Blackwood,,In or between 156 AC and 160 AC,,[''],['Missy'],,,,['https://www.anapioficeandfire.com/api/houses/27'],"['https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/744
Melwyn Sarsfield,,,,['Ser'],[''],,,https://www.anapioficeandfire.com/api/characters/974,['https://www.anapioficeandfire.com/api/houses/338'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/745
Meredyth Crane,,At Red Lake,,[''],['Merry'],,,,['https://www.anapioficeandfire.com/api/houses/87'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/746
Merianne Frey,,In 288 AC,,[''],['Merry Frey'],,,,['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/747
Merlon Crakehall,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/86'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/748
Mern IX Gardener,,,", at the Field of Fire","['King of the Reach', 'Lord of Highgarden']",[''],,,,[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/749
Merrell Florent,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/133'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/750
Merrett Frey,Rivermen,In 262 AC,"In 300 AC, at Near Oldstones",[''],['Merrett Muttonhead'],,,https://www.anapioficeandfire.com/api/characters/712,['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",['https://www.anapioficeandfire.com/api/books/3'],[''],[''],https://www.anapioficeandfire.com/api/characters/751
Meryn Trant,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/393'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],"['Season 1', 'Season 2', 'Season 3', 'Season 4', 'Season 5']",['Ian Beattie'],https://www.anapioficeandfire.com/api/characters/752
Michael Mertyns,,,,['Ser'],['The White Owl'],,,,['https://www.anapioficeandfire.com/api/houses/265'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/753
Mina Tyrell,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/815,"['https://www.anapioficeandfire.com/api/houses/317', 'https://www.anapioficeandfire.com/api/houses/398']","['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/754
Minisa Whent,Rivermen,,At Riverrun,['Lady of Riverrun'],[''],,,https://www.anapioficeandfire.com/api/characters/503,"['https://www.anapioficeandfire.com/api/houses/395', 'https://www.anapioficeandfire.com/api/houses/427']","['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/755
Monford Velaryon,Valyrian,,"In 299 AC, at Blackwater Rush","['Lord of the Tides', 'Master of Driftmark']",[''],,,,['https://www.anapioficeandfire.com/api/houses/407'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/756
Monterys Velaryon,,In 293 AC,,"['Lord of the Tides', 'Master of Driftmark']",[''],,,,['https://www.anapioficeandfire.com/api/houses/407'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/757
Moqorro,,At Volantis,,"[""Slave of R'hllor""]",['Black Flame'],,,,[],['https://www.anapioficeandfire.com/api/books/8'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/758
Morgil Hastwyck,,,,['Ser'],[''],,,,"['https://www.anapioficeandfire.com/api/houses/185', 'https://www.anapioficeandfire.com/api/houses/378']","['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/759
Moribald Chester,,,,['Lord of Greenshield'],[''],,,,['https://www.anapioficeandfire.com/api/houses/70'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/760
Morros Slynt,,,,['Lord'],[''],,,,['https://www.anapioficeandfire.com/api/houses/354'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/761
Mors Manwoody,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/257'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/762
Mors Martell,,In 248 AC or 257 AC,In 248 AC or 258 AC,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/285'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/763
Mors Umber,Northmen,"In 235 AC or before, at Last Hearth",,['Castellan of Last Hearth'],['Mors Crowfood'],,,,['https://www.anapioficeandfire.com/api/houses/401'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/764
Morya Frey,,In 268 AC or 269 AC,,['Lady'],[''],,,https://www.anapioficeandfire.com/api/characters/393,"['https://www.anapioficeandfire.com/api/houses/40', 'https://www.anapioficeandfire.com/api/houses/143']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/765
Moryn Tyrell,,,,['Ser \nLord Commander of the City Watch of Oldtown'],[''],,,,['https://www.anapioficeandfire.com/api/houses/398'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/766
Murmison,,,"In 41 AC, at King's Landing","['Septon', 'Hand of the King']",[''],,,,['https://www.anapioficeandfire.com/api/houses/378'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/767
Mychel Redfort,Valemen,,,['Ser'],[''],,,https://www.anapioficeandfire.com/api/characters/1133,['https://www.anapioficeandfire.com/api/houses/316'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/768
Mylenda Caron,,In or between 258 AC and 265 AC,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/824,"['https://www.anapioficeandfire.com/api/houses/60', 'https://www.anapioficeandfire.com/api/houses/143']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/769
Myles Manwoody,,,,['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/257'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/770
Myles Mooton,,,"In 283 AC, at Stoney Sept",['Ser'],[''],,,,['https://www.anapioficeandfire.com/api/houses/269'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/771
Myles Smallwood,,,,['Hand of the King'],[''],,,,['https://www.anapioficeandfire.com/api/houses/355'],['https://www.anapioficeandfire.com/api/books/3'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/772
Myranda Lefford,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/984,"['https://www.anapioficeandfire.com/api/houses/229', 'https://www.anapioficeandfire.com/api/houses/234']",['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/773
Myranda Royce,,In 279 AC (roughly),,[''],['Randa'],,,,['https://www.anapioficeandfire.com/api/houses/329'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/774
Myrcella Baratheon,,"In 290 AC, at King's Landing",,['Princess'],[''],,,,['https://www.anapioficeandfire.com/api/houses/16'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],"['Season 1', 'Season 2', 'Season 5', 'Season 6']","['Aimee Richardson, Nell Tiger Free']",https://www.anapioficeandfire.com/api/characters/775
Myria Jordayne,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/213'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/776
Myriame Manderly,Northmen,,,['Lady of Winterfell'],[''],,,https://www.anapioficeandfire.com/api/characters/918,"['https://www.anapioficeandfire.com/api/houses/255', 'https://www.anapioficeandfire.com/api/houses/362']",['https://www.anapioficeandfire.com/api/books/11'],[],[''],[''],https://www.anapioficeandfire.com/api/characters/777
Myrielle Lannister,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/229'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/778
Naerys Targaryen,Valyrian,"In 138 AC, at King's Landing","In or between 179 AC and 184 AC, at King's Landing","['Princess', 'Queen']",[''],,,https://www.anapioficeandfire.com/api/characters/41,['https://www.anapioficeandfire.com/api/houses/378'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/779
Norbert Vance,,,,['Lord of Atranta'],[''],,,,['https://www.anapioficeandfire.com/api/houses/404'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/780
Nymella Toland,Dornish,,,['Lady of Ghost Hill'],[''],,,,['https://www.anapioficeandfire.com/api/houses/387'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/781
Nymeria,Rhoynar,,,"['Princess', 'Queen']",['Nymeria of the Rhoyne'],,,https://www.anapioficeandfire.com/api/characters/1725,['https://www.anapioficeandfire.com/api/houses/285'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/782
Olene Tyrell,,,,[''],[''],,,https://www.anapioficeandfire.com/api/characters/621,['https://www.anapioficeandfire.com/api/houses/398'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],https://www.anapioficeandfire.com/api/characters/783
