Character_Name,Culture,Born,Died,Character_Titles,Aliases,Father,Mother,Spouse,Allegiances,Books,POV Books,TV Series,Played By,Character_Number,Most_Common_Allegiance,First_Allegiance_Number,House_Name,House_Region,Coat of Arms,Words,Titles_y,Seats,Current Lord,Heir,Overlord,Founded,Founder,Died Out,Ancestral Weapons,Cadet Branches,Sworn Members
Rhaenys Targaryen,Valyrian,"In 25BC or 26BC, at Dragonstone","In 10 AC, at Hellholt",['Queen'],[''],,,https://www.anapioficeandfire.com/api/characters/38,['https://www.anapioficeandfire.com/api/houses/378'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],1874,House Targaryen of King's Landing,378,House Targaryen of King's Landing,The Crownlands,"Sable, a dragon thrice-headed gules",Fire and Blood,"['King of the Andals, the Rhoynar and the First Men', 'Lord of the Seven Kingdoms', 'Prince of Summerhall']","['Red Keep (formerly)', 'Summerhall (formerly)']",https://www.anapioficeandfire.com/api/characters/1303,,,House Targaryen: >114 BCHouse Targaryen of King's Landing:1 AC,,,"['Blackfyre', 'Dark Sister']",['https://www.anapioficeandfire.com/api/houses/23'],"['https://www.anapioficeandfire.com/api/characters/33', 'https://www.anapioficeandfire.com/api/characters/42', 'https://www.anapioficeandfire.com/api/characters/43', 'https://www.anapioficeandfire.com/api/characters/44', 'https://www.anapioficeandfire.com/api/characters/45', 'https://www.anapioficeandfire.com/api/characters/48', 'https://www.anapioficeandfire.com/api/characters/49', 'https://www.anapioficeandfire.com/api/characters/55', 'https://www.anapioficeandfire.com/api/characters/58', 'https://www.anapioficeandfire.com/api/characters/59', 'https://www.anapioficeandfire.com/api/characters/76', 'https://www.anapioficeandfire.com/api/characters/91', 'https://www.anapioficeandfire.com/api/characters/93', 'https://www.anapioficeandfire.com/api/characters/109', 'https://www.anapioficeandfire.com/api/characters/110', 'https://www.anapioficeandfire.com/api/characters/154', 'https://www.anapioficeandfire.com/api/characters/155', 'https://www.anapioficeandfire.com/api/characters/156', 'https://www.anapioficeandfire.com/api/characters/157', 'https://www.anapioficeandfire.com/api/characters/161', 'https://www.anapioficeandfire.com/api/characters/168', 'https://www.anapioficeandfire.com/api/characters/169', 'https://www.anapioficeandfire.com/api/characters/195', 'https://www.anapioficeandfire.com/api/characters/239', 'https://www.anapioficeandfire.com/api/characters/265', 'https://www.anapioficeandfire.com/api/characters/266', 'https://www.anapioficeandfire.com/api/characters/269', 'https://www.anapioficeandfire.com/api/characters/270', 'https://www.anapioficeandfire.com/api/characters/271', 'https://www.anapioficeandfire.com/api/characters/272', 'https://www.anapioficeandfire.com/api/characters/275', 'https://www.anapioficeandfire.com/api/characters/276', 'https://www.anapioficeandfire.com/api/characters/330', 'https://www.anapioficeandfire.com/api/characters/334', 'https://www.anapioficeandfire.com/api/characters/361', 'https://www.anapioficeandfire.com/api/characters/488', 'https://www.anapioficeandfire.com/api/characters/546', 'https://www.anapioficeandfire.com/api/characters/560', 'https://www.anapioficeandfire.com/api/characters/576', 'https://www.anapioficeandfire.com/api/characters/610', 'https://www.anapioficeandfire.com/api/characters/611', 'https://www.anapioficeandfire.com/api/characters/696', 'https://www.anapioficeandfire.com/api/characters/709', 'https://www.anapioficeandfire.com/api/characters/729', 'https://www.anapioficeandfire.com/api/characters/759', 'https://www.anapioficeandfire.com/api/characters/767', 'https://www.anapioficeandfire.com/api/characters/779', 'https://www.anapioficeandfire.com/api/characters/797', 'https://www.anapioficeandfire.com/api/characters/865', 'https://www.anapioficeandfire.com/api/characters/867', 'https://www.anapioficeandfire.com/api/characters/868', 'https://www.anapioficeandfire.com/api/characters/869', 'https://www.anapioficeandfire.com/api/characters/870', 'https://www.anapioficeandfire.com/api/characters/871', 'https://www.anapioficeandfire.com/api/characters/872', 'https://www.anapioficeandfire.com/api/characters/873', 'https://www.anapioficeandfire.com/api/characters/874', 'https://www.anapioficeandfire.com/api/characters/875', 'https://www.anapioficeandfire.com/api/characters/876', 'https://www.anapioficeandfire.com/api/characters/951', 'https://www.anapioficeandfire.com/api/characters/971', 'https://www.anapioficeandfire.com/api/characters/1067', 'https://www.anapioficeandfire.com/api/characters/1070', 'https://www.anapioficeandfire.com/api/characters/1079', 'https://www.anapioficeandfire.com/api/characters/1114', 'https://www.anapioficeandfire.com/api/characters/1142', 'https://www.anapioficeandfire.com/api/characters/1205', 'https://www.anapioficeandfire.com/api/characters/1242', 'https://www.anapioficeandfire.com/api/characters/1302', 'https://www.anapioficeandfire.com/api/characters/1303', 'https://www.anapioficeandfire.com/api/characters/1340', 'https://www.anapioficeandfire.com/api/characters/1358', 'https://www.anapioficeandfire.com/api/characters/1445', 'https://www.anapioficeandfire.com/api/characters/1450', 'https://www.anapioficeandfire.com/api/characters/1469', 'https://www.anapioficeandfire.com/api/characters/1520', 'https://www.anapioficeandfire.com/api/characters/1523', 'https://www.anapioficeandfire.com/api/characters/1527', 'https://www.anapioficeandfire.com/api/characters/1528', 'https://www.anapioficeandfire.com/api/characters/1548', 'https://www.anapioficeandfire.com/api/characters/1549', 'https://www.anapioficeandfire.com/api/characters/1560', 'https://www.anapioficeandfire.com/api/characters/1589', 'https://www.anapioficeandfire.com/api/characters/1608', 'https://www.anapioficeandfire.com/api/characters/1709', 'https://www.anapioficeandfire.com/api/characters/1739', 'https://www.anapioficeandfire.com/api/characters/1826', 'https://www.anapioficeandfire.com/api/characters/1856', 'https://www.anapioficeandfire.com/api/characters/1867', 'https://www.anapioficeandfire.com/api/characters/1872', 'https://www.anapioficeandfire.com/api/characters/1873', 'https://www.anapioficeandfire.com/api/characters/1874', 'https://www.anapioficeandfire.com/api/characters/1897', 'https://www.anapioficeandfire.com/api/characters/1944', 'https://www.anapioficeandfire.com/api/characters/1948', 'https://www.anapioficeandfire.com/api/characters/1978', 'https://www.anapioficeandfire.com/api/characters/1981', 'https://www.anapioficeandfire.com/api/characters/2071', 'https://www.anapioficeandfire.com/api/characters/2086', 'https://www.anapioficeandfire.com/api/characters/2124', 'https://www.anapioficeandfire.com/api/characters/2128']"
Rhogoro,Dothraki,,,['Khalakka'],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],1875,,,,,,,,,,,,,,,,,
Ricasso,,,,['Seneschal of Sunspear'],[''],,,,['https://www.anapioficeandfire.com/api/houses/285'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],1876,House Nymeros Martell of Sunspear,285,House Nymeros Martell of Sunspear,Dorne,"Tenny, a sun in splendour gules transfixed by a spear bendwise Or","Unbowed, Unbent, Unbroken","['Lord of the Sandship', 'Lord of Sunspear', 'Prince of Dorne']",['Old Palace within Sunspear'],https://www.anapioficeandfire.com/api/characters/326,https://www.anapioficeandfire.com/api/characters/130,https://www.anapioficeandfire.com/api/houses/16,"1,000 years ago",https://www.anapioficeandfire.com/api/characters/1718,,[''],[],"['https://www.anapioficeandfire.com/api/characters/130', 'https://www.anapioficeandfire.com/api/characters/271', 'https://www.anapioficeandfire.com/api/characters/326', 'https://www.anapioficeandfire.com/api/characters/361', 'https://www.anapioficeandfire.com/api/characters/364', 'https://www.anapioficeandfire.com/api/characters/631', 'https://www.anapioficeandfire.com/api/characters/705', 'https://www.anapioficeandfire.com/api/characters/709', 'https://www.anapioficeandfire.com/api/characters/719', 'https://www.anapioficeandfire.com/api/characters/763', 'https://www.anapioficeandfire.com/api/characters/782', 'https://www.anapioficeandfire.com/api/characters/844', 'https://www.anapioficeandfire.com/api/characters/1043', 'https://www.anapioficeandfire.com/api/characters/1166', 'https://www.anapioficeandfire.com/api/characters/1197', 'https://www.anapioficeandfire.com/api/characters/1230', 'https://www.anapioficeandfire.com/api/characters/1253', 'https://www.anapioficeandfire.com/api/characters/1261', 'https://www.anapioficeandfire.com/api/characters/1339', 'https://www.anapioficeandfire.com/api/characters/1362', 'https://www.anapioficeandfire.com/api/characters/1414', 'https://www.anapioficeandfire.com/api/characters/1632', 'https://www.anapioficeandfire.com/api/characters/1697', 'https://www.anapioficeandfire.com/api/characters/1698', 'https://www.anapioficeandfire.com/api/characters/1718', 'https://www.anapioficeandfire.com/api/characters/1723', 'https://www.anapioficeandfire.com/api/characters/1725', 'https://www.anapioficeandfire.com/api/characters/1743', 'https://www.anapioficeandfire.com/api/characters/1766', 'https://www.anapioficeandfire.com/api/characters/1768', 'https://www.anapioficeandfire.com/api/characters/1769', 'https://www.anapioficeandfire.com/api/characters/1770', 'https://www.anapioficeandfire.com/api/characters/1876', 'https://www.anapioficeandfire.com/api/characters/1930', 'https://www.anapioficeandfire.com/api/characters/2011', 'https://www.anapioficeandfire.com/api/characters/2041']"
Richard Farrow,,,"In 299 AC, at the Battle of the Blackwater",['Ser'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],1877,,,,,,,,,,,,,,,,,
Rigney,,,,['Archmaester'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],1878,,,,,,,,,,,,,,,,,
Rob,,,,[''],['Big Rob'],,,,['https://www.anapioficeandfire.com/api/houses/291'],['https://www.anapioficeandfire.com/api/books/6'],[],[''],[''],1879,House Osgrey of Standfast,291,House Osgrey of Standfast,The Reach,"Argent, a lion rampant chequy vert and or",,"['Knight of Standfast', 'Marshall of the Northmarch (pre-Conquest)']","['Standfast', 'Coldmoat (formally)']",,,https://www.anapioficeandfire.com/api/houses/326,,,,[''],['https://www.anapioficeandfire.com/api/houses/290'],"['https://www.anapioficeandfire.com/api/characters/32', 'https://www.anapioficeandfire.com/api/characters/104', 'https://www.anapioficeandfire.com/api/characters/186', 'https://www.anapioficeandfire.com/api/characters/353', 'https://www.anapioficeandfire.com/api/characters/388', 'https://www.anapioficeandfire.com/api/characters/478', 'https://www.anapioficeandfire.com/api/characters/791', 'https://www.anapioficeandfire.com/api/characters/821', 'https://www.anapioficeandfire.com/api/characters/1108', 'https://www.anapioficeandfire.com/api/characters/1308', 'https://www.anapioficeandfire.com/api/characters/1542', 'https://www.anapioficeandfire.com/api/characters/1614', 'https://www.anapioficeandfire.com/api/characters/1731', 'https://www.anapioficeandfire.com/api/characters/1803', 'https://www.anapioficeandfire.com/api/characters/1879', 'https://www.anapioficeandfire.com/api/characters/1891', 'https://www.anapioficeandfire.com/api/characters/1928', 'https://www.anapioficeandfire.com/api/characters/2079', 'https://www.anapioficeandfire.com/api/characters/2083', 'https://www.anapioficeandfire.com/api/characters/2084', 'https://www.anapioficeandfire.com/api/characters/2103', 'https://www.anapioficeandfire.com/api/characters/2105']"
Robb Stark,,"283 AC, at Riverrun","299 AC, at the Twins","['King in the North', 'King of the Trident\nLord of Winterfell']","['The Young Wolf', 'The King Who Lost the North', 'Robb the Lord', 'The Boy Wolf']",https://www.anapioficeandfire.com/api/characters/339,https://www.anapioficeandfire.com/api/characters/232,https://www.anapioficeandfire.com/api/characters/561,[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],"['Season 1', 'Season 2', 'Season 3']",['Richard Madden'],1880,,,,,,,,,,,,,,,,,
Robin,,,At Stepstones,[''],[''],,,,[],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],1881,,,,,,,,,,,,,,,,,
Robin Flint,,,"In 299 AC, at the Twins","[""Lord of Flint's Finger""]",[''],,,,"['https://www.anapioficeandfire.com/api/houses/131', 'https://www.anapioficeandfire.com/api/houses/132']","['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",[],[''],[''],1882,House Flint of Flint's Finger,131,House Flint of Flint's Finger,The North,Paly sable and cendrée on a pall inverted argent a hand couped of the second,,[''],"[""Flint's Finger""]",https://www.anapioficeandfire.com/api/characters/1882,,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/1882']
Robin Potter,,,,['Ser'],[''],,,,[],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],1883,,,,,,,,,,,,,,,,,
Rodrik Arryn,,,,['Lord of the Eyrie'],[''],,,https://www.anapioficeandfire.com/api/characters/265,['https://www.anapioficeandfire.com/api/houses/7'],"['https://www.anapioficeandfire.com/api/books/9', 'https://www.anapioficeandfire.com/api/books/10', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],1884,House Arryn of the Eyrie,7,House Arryn of the Eyrie,The Vale,"A sky-blue falcon soaring against a white moon, on a sky-blue field(Bleu celeste, upon a plate a falcon volant of the field)",As High as Honor,"['King of Mountain and Vale (formerly)', 'Lord of the Eyrie', 'Defender of the Vale', 'Warden of the East']","['The Eyrie (summer)', 'Gates of the Moon (winter)']",https://www.anapioficeandfire.com/api/characters/894,https://www.anapioficeandfire.com/api/characters/477,https://www.anapioficeandfire.com/api/houses/16,Coming of the Andals,https://www.anapioficeandfire.com/api/characters/144,,[''],['https://www.anapioficeandfire.com/api/houses/6'],"['https://www.anapioficeandfire.com/api/characters/49', 'https://www.anapioficeandfire.com/api/characters/92', 'https://www.anapioficeandfire.com/api/characters/93', 'https://www.anapioficeandfire.com/api/characters/107', 'https://www.anapioficeandfire.com/api/characters/223', 'https://www.anapioficeandfire.com/api/characters/265', 'https://www.anapioficeandfire.com/api/characters/300', 'https://www.anapioficeandfire.com/api/characters/356', 'https://www.anapioficeandfire.com/api/characters/477', 'https://www.anapioficeandfire.com/api/characters/508', 'https://www.anapioficeandfire.com/api/characters/540', 'https://www.anapioficeandfire.com/api/characters/548', 'https://www.anapioficeandfire.com/api/characters/558', 'https://www.anapioficeandfire.com/api/characters/572', 'https://www.anapioficeandfire.com/api/characters/688', 'https://www.anapioficeandfire.com/api/characters/894', 'https://www.anapioficeandfire.com/api/characters/1068', 'https://www.anapioficeandfire.com/api/characters/1193', 'https://www.anapioficeandfire.com/api/characters/1280', 'https://www.anapioficeandfire.com/api/characters/1443', 'https://www.anapioficeandfire.com/api/characters/1655', 'https://www.anapioficeandfire.com/api/characters/1693', 'https://www.anapioficeandfire.com/api/characters/1715', 'https://www.anapioficeandfire.com/api/characters/1884']"
Rodrik Flint,,,,"[""Lord Commander of the Night's Watch""]",[''],,,,[],['https://www.anapioficeandfire.com/api/books/3'],[],[''],[''],1885,,,,,,,,,,,,,,,,,
Rodrik Freeborn,Ironborn,,,[''],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],1886,,,,,,,,,,,,,,,,,
Roger Hogg,,,,"['Ser', ""Knight of Sow's Horn""]",[''],,,,['https://www.anapioficeandfire.com/api/houses/197'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],1887,House Hogg of Sow's Horn,197,House Hogg of Sow's Horn,The Crownlands,,,"[""the Knight of Sow's Horn""]","[""Sow's Horn""]",https://www.anapioficeandfire.com/api/characters/1887,,https://www.anapioficeandfire.com/api/houses/189,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/1887']
Roger Ryswell,Northmen,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/335'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",[],[''],[''],1888,House Ryswell of the Rills,335,House Ryswell of the Rills,The North,"Bronze, a horse's head sable orbed and maned gules within a bordure engrailed sable",,['Lord of the Rills'],[''],https://www.anapioficeandfire.com/api/characters/915,,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/166', 'https://www.anapioficeandfire.com/api/characters/196', 'https://www.anapioficeandfire.com/api/characters/714', 'https://www.anapioficeandfire.com/api/characters/885', 'https://www.anapioficeandfire.com/api/characters/911', 'https://www.anapioficeandfire.com/api/characters/915', 'https://www.anapioficeandfire.com/api/characters/934', 'https://www.anapioficeandfire.com/api/characters/1888']"
Roger of Pennytree,,At Pennytree,"In 194 AC, at the Redgrass Field",[''],[''],,,,[],"['https://www.anapioficeandfire.com/api/books/6', 'https://www.anapioficeandfire.com/api/books/7']",[],[''],[''],1889,,,,,,,,,,,,,,,,,
Roggo,Braavosi,,,[''],['Red Roggo'],,,,[],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],1890,,,,,,,,,,,,,,,,,
Rohanne Webber,,In 185 AC or 186 AC,,"['Lady of Coldmoat', 'Lady of Standfast', 'Lady of Casterly Rock']",['The Red Widow'],,,https://www.anapioficeandfire.com/api/characters/982,"['https://www.anapioficeandfire.com/api/houses/229', 'https://www.anapioficeandfire.com/api/houses/291', 'https://www.anapioficeandfire.com/api/houses/419']","['https://www.anapioficeandfire.com/api/books/6', 'https://www.anapioficeandfire.com/api/books/11']",[],[''],[''],1891,House Lannister of Casterly Rock,229,House Lannister of Casterly Rock,The Westerlands,"A gold lion, on a crimson field(Gules, a lion or)",Hear Me Roar!,"['King of the Rock (formerly) Lord of Casterly Rock', 'Shield of Lannisport', 'Warden of the West']",['Casterly Rock'],https://www.anapioficeandfire.com/api/characters/238,,https://www.anapioficeandfire.com/api/houses/16,Age of Heroes,https://www.anapioficeandfire.com/api/characters/615,,['Brightroar'],"['https://www.anapioficeandfire.com/api/houses/228', 'https://www.anapioficeandfire.com/api/houses/230', 'https://www.anapioficeandfire.com/api/houses/231', 'https://www.anapioficeandfire.com/api/houses/232', 'https://www.anapioficeandfire.com/api/houses/233']","['https://www.anapioficeandfire.com/api/characters/27', 'https://www.anapioficeandfire.com/api/characters/101', 'https://www.anapioficeandfire.com/api/characters/115', 'https://www.anapioficeandfire.com/api/characters/177', 'https://www.anapioficeandfire.com/api/characters/235', 'https://www.anapioficeandfire.com/api/characters/236', 'https://www.anapioficeandfire.com/api/characters/238', 'https://www.anapioficeandfire.com/api/characters/282', 'https://www.anapioficeandfire.com/api/characters/283', 'https://www.anapioficeandfire.com/api/characters/284', 'https://www.anapioficeandfire.com/api/characters/292', 'https://www.anapioficeandfire.com/api/characters/294', 'https://www.anapioficeandfire.com/api/characters/363', 'https://www.anapioficeandfire.com/api/characters/367', 'https://www.anapioficeandfire.com/api/characters/377', 'https://www.anapioficeandfire.com/api/characters/382', 'https://www.anapioficeandfire.com/api/characters/415', 'https://www.anapioficeandfire.com/api/characters/418', 'https://www.anapioficeandfire.com/api/characters/422', 'https://www.anapioficeandfire.com/api/characters/529', 'https://www.anapioficeandfire.com/api/characters/531', 'https://www.anapioficeandfire.com/api/characters/538', 'https://www.anapioficeandfire.com/api/characters/556', 'https://www.anapioficeandfire.com/api/characters/562', 'https://www.anapioficeandfire.com/api/characters/568', 'https://www.anapioficeandfire.com/api/characters/605', 'https://www.anapioficeandfire.com/api/characters/613', 'https://www.anapioficeandfire.com/api/characters/615', 'https://www.anapioficeandfire.com/api/characters/616', 'https://www.anapioficeandfire.com/api/characters/662', 'https://www.anapioficeandfire.com/api/characters/708', 'https://www.anapioficeandfire.com/api/characters/725', 'https://www.anapioficeandfire.com/api/characters/773', 'https://www.anapioficeandfire.com/api/characters/778', 'https://www.anapioficeandfire.com/api/characters/955', 'https://www.anapioficeandfire.com/api/characters/973', 'https://www.anapioficeandfire.com/api/characters/984', 'https://www.anapioficeandfire.com/api/characters/1025', 'https://www.anapioficeandfire.com/api/characters/1026', 'https://www.anapioficeandfire.com/api/characters/1044', 'https://www.anapioficeandfire.com/api/characters/1048', 'https://www.anapioficeandfire.com/api/characters/1049', 'https://www.anapioficeandfire.com/api/characters/1050', 'https://www.anapioficeandfire.com/api/characters/1051', 'https://www.anapioficeandfire.com/api/characters/1052', 'https://www.anapioficeandfire.com/api/characters/1057', 'https://www.anapioficeandfire.com/api/characters/1116', 'https://www.anapioficeandfire.com/api/characters/1207', 'https://www.anapioficeandfire.com/api/characters/1233', 'https://www.anapioficeandfire.com/api/characters/1251', 'https://www.anapioficeandfire.com/api/characters/1272', 'https://www.anapioficeandfire.com/api/characters/1275', 'https://www.anapioficeandfire.com/api/characters/1309', 'https://www.anapioficeandfire.com/api/characters/1338', 'https://www.anapioficeandfire.com/api/characters/1349', 'https://www.anapioficeandfire.com/api/characters/1430', 'https://www.anapioficeandfire.com/api/characters/1442', 'https://www.anapioficeandfire.com/api/characters/1483', 'https://www.anapioficeandfire.com/api/characters/1504', 'https://www.anapioficeandfire.com/api/characters/1550', 'https://www.anapioficeandfire.com/api/characters/1570', 'https://www.anapioficeandfire.com/api/characters/1573', 'https://www.anapioficeandfire.com/api/characters/1619', 'https://www.anapioficeandfire.com/api/characters/1647', 'https://www.anapioficeandfire.com/api/characters/1652', 'https://www.anapioficeandfire.com/api/characters/1665', 'https://www.anapioficeandfire.com/api/characters/1724', 'https://www.anapioficeandfire.com/api/characters/1822', 'https://www.anapioficeandfire.com/api/characters/1826', 'https://www.anapioficeandfire.com/api/characters/1848', 'https://www.anapioficeandfire.com/api/characters/1891', 'https://www.anapioficeandfire.com/api/characters/1892', 'https://www.anapioficeandfire.com/api/characters/1936', 'https://www.anapioficeandfire.com/api/characters/1945', 'https://www.anapioficeandfire.com/api/characters/1989', 'https://www.anapioficeandfire.com/api/characters/2029', 'https://www.anapioficeandfire.com/api/characters/2072', 'https://www.anapioficeandfire.com/api/characters/2085', 'https://www.anapioficeandfire.com/api/characters/2091']"
Rolder,,,,[''],[''],,,,['https://www.anapioficeandfire.com/api/houses/229'],['https://www.anapioficeandfire.com/api/books/5'],[],[''],[''],1892,House Lannister of Casterly Rock,229,House Lannister of Casterly Rock,The Westerlands,"A gold lion, on a crimson field(Gules, a lion or)",Hear Me Roar!,"['King of the Rock (formerly) Lord of Casterly Rock', 'Shield of Lannisport', 'Warden of the West']",['Casterly Rock'],https://www.anapioficeandfire.com/api/characters/238,,https://www.anapioficeandfire.com/api/houses/16,Age of Heroes,https://www.anapioficeandfire.com/api/characters/615,,['Brightroar'],"['https://www.anapioficeandfire.com/api/houses/228', 'https://www.anapioficeandfire.com/api/houses/230', 'https://www.anapioficeandfire.com/api/houses/231', 'https://www.anapioficeandfire.com/api/houses/232', 'https://www.anapioficeandfire.com/api/houses/233']","['https://www.anapioficeandfire.com/api/characters/27', 'https://www.anapioficeandfire.com/api/characters/101', 'https://www.anapioficeandfire.com/api/characters/115', 'https://www.anapioficeandfire.com/api/characters/177', 'https://www.anapioficeandfire.com/api/characters/235', 'https://www.anapioficeandfire.com/api/characters/236', 'https://www.anapioficeandfire.com/api/characters/238', 'https://www.anapioficeandfire.com/api/characters/282', 'https://www.anapioficeandfire.com/api/characters/283', 'https://www.anapioficeandfire.com/api/characters/284', 'https://www.anapioficeandfire.com/api/characters/292', 'https://www.anapioficeandfire.com/api/characters/294', 'https://www.anapioficeandfire.com/api/characters/363', 'https://www.anapioficeandfire.com/api/characters/367', 'https://www.anapioficeandfire.com/api/characters/377', 'https://www.anapioficeandfire.com/api/characters/382', 'https://www.anapioficeandfire.com/api/characters/415', 'https://www.anapioficeandfire.com/api/characters/418', 'https://www.anapioficeandfire.com/api/characters/422', 'https://www.anapioficeandfire.com/api/characters/529', 'https://www.anapioficeandfire.com/api/characters/531', 'https://www.anapioficeandfire.com/api/characters/538', 'https://www.anapioficeandfire.com/api/characters/556', 'https://www.anapioficeandfire.com/api/characters/562', 'https://www.anapioficeandfire.com/api/characters/568', 'https://www.anapioficeandfire.com/api/characters/605', 'https://www.anapioficeandfire.com/api/characters/613', 'https://www.anapioficeandfire.com/api/characters/615', 'https://www.anapioficeandfire.com/api/characters/616', 'https://www.anapioficeandfire.com/api/characters/662', 'https://www.anapioficeandfire.com/api/characters/708', 'https://www.anapioficeandfire.com/api/characters/725', 'https://www.anapioficeandfire.com/api/characters/773', 'https://www.anapioficeandfire.com/api/characters/778', 'https://www.anapioficeandfire.com/api/characters/955', 'https://www.anapioficeandfire.com/api/characters/973', 'https://www.anapioficeandfire.com/api/characters/984', 'https://www.anapioficeandfire.com/api/characters/1025', 'https://www.anapioficeandfire.com/api/characters/1026', 'https://www.anapioficeandfire.com/api/characters/1044', 'https://www.anapioficeandfire.com/api/characters/1048', 'https://www.anapioficeandfire.com/api/characters/1049', 'https://www.anapioficeandfire.com/api/characters/1050', 'https://www.anapioficeandfire.com/api/characters/1051', 'https://www.anapioficeandfire.com/api/characters/1052', 'https://www.anapioficeandfire.com/api/characters/1057', 'https://www.anapioficeandfire.com/api/characters/1116', 'https://www.anapioficeandfire.com/api/characters/1207', 'https://www.anapioficeandfire.com/api/characters/1233', 'https://www.anapioficeandfire.com/api/characters/1251', 'https://www.anapioficeandfire.com/api/characters/1272', 'https://www.anapioficeandfire.com/api/characters/1275', 'https://www.anapioficeandfire.com/api/characters/1309', 'https://www.anapioficeandfire.com/api/characters/1338', 'https://www.anapioficeandfire.com/api/characters/1349', 'https://www.anapioficeandfire.com/api/characters/1430', 'https://www.anapioficeandfire.com/api/characters/1442', 'https://www.anapioficeandfire.com/api/characters/1483', 'https://www.anapioficeandfire.com/api/characters/1504', 'https://www.anapioficeandfire.com/api/characters/1550', 'https://www.anapioficeandfire.com/api/characters/1570', 'https://www.anapioficeandfire.com/api/characters/1573', 'https://www.anapioficeandfire.com/api/characters/1619', 'https://www.anapioficeandfire.com/api/characters/1647', 'https://www.anapioficeandfire.com/api/characters/1652', 'https://www.anapioficeandfire.com/api/characters/1665', 'https://www.anapioficeandfire.com/api/characters/1724', 'https://www.anapioficeandfire.com/api/characters/1822', 'https://www.anapioficeandfire.com/api/characters/1826', 'https://www.anapioficeandfire.com/api/characters/1848', 'https://www.anapioficeandfire.com/api/characters/1891', 'https://www.anapioficeandfire.com/api/characters/1892', 'https://www.anapioficeandfire.com/api/characters/1936', 'https://www.anapioficeandfire.com/api/characters/1945', 'https://www.anapioficeandfire.com/api/characters/1989', 'https://www.anapioficeandfire.com/api/characters/2029', 'https://www.anapioficeandfire.com/api/characters/2072', 'https://www.anapioficeandfire.com/api/characters/2085', 'https://www.anapioficeandfire.com/api/characters/2091']"
