Name,Region,Coat of Arms,Words,Titles,Seats,Current Lord,Heir,Overlord,Founded,Founder,Died Out,Ancestral Weapons,Cadet Branches,Sworn Members,URL
House Leygood,The Reach,"Tenny, three thunderbolts in fess sable",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/981'],https://www.anapioficeandfire.com/api/houses/235
House Liddle,The North,"Per pale argent and vert, a fir tree line between, three brown pinecones on the argent",,"['The Liddle', 'Lord Liddle']",[''],https://www.anapioficeandfire.com/api/characters/1031,,https://www.anapioficeandfire.com/api/houses/362,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/1031'],https://www.anapioficeandfire.com/api/houses/236
House Lightfoot,The North,"Tenny, a trail of footprints in bend sinister argent",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/237
House Lipps,The Vale,"Two large pink lips, on a dark blue field(Azure, a pair of lips carnation)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/7,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/238
House Locke of Oldcastle,The North,Two bronze keys crossed on an argent pale on purpure.,,['Lord of Oldcastle'],['Oldcastle'],https://www.anapioficeandfire.com/api/characters/788,,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/321', 'https://www.anapioficeandfire.com/api/characters/716', 'https://www.anapioficeandfire.com/api/characters/788', 'https://www.anapioficeandfire.com/api/characters/998']",https://www.anapioficeandfire.com/api/houses/239
House Lolliston,The Riverlands,"Three oaken barrels, on a white field(Argent, three oaken barrels proper)",,[''],[''],,,,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/240
House Long,The North,,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/241
House Longthorpe of Longsister,The Vale,,,[''],['Longsister'],https://www.anapioficeandfire.com/api/characters/1895,,https://www.anapioficeandfire.com/api/houses/370,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/1895'],https://www.anapioficeandfire.com/api/houses/242
House Longwaters,The Crownlands,,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/1870'],https://www.anapioficeandfire.com/api/houses/243
House Lonmouth,The Stormlands,"Quartered of six: red lips strewn on a yellow field, yellow skulls strewn on a black field(Quarterly of six, first, third and fifth, or, semé of lips gules, second, fourth and sixth, sable, semé of skulls of the first)",The Choice is Yours,[''],[''],,,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/567', 'https://www.anapioficeandfire.com/api/characters/882']",https://www.anapioficeandfire.com/api/houses/244
House Lorch,The Westerlands,"A black manticore on a white field, beneath a crimson chief with three gold coins(Argent, a manticore passant sable, on a chief gules three bezants)",,[''],[''],https://www.anapioficeandfire.com/api/characters/645,,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/115', 'https://www.anapioficeandfire.com/api/characters/645']",https://www.anapioficeandfire.com/api/houses/245
House Lothston of Harrenhal,The Riverlands,"A black bat on a field per bend, silver and gold(Per bend argent and or, a bat displayed sable"")",,['Lord of Harrenhal'],['Harrenhal'],,,https://www.anapioficeandfire.com/api/houses/395,151 AC (House Lothston of Harrenhal),https://www.anapioficeandfire.com/api/characters/656,After 212 AC,[''],[],"['https://www.anapioficeandfire.com/api/characters/289', 'https://www.anapioficeandfire.com/api/characters/391', 'https://www.anapioficeandfire.com/api/characters/554', 'https://www.anapioficeandfire.com/api/characters/656', 'https://www.anapioficeandfire.com/api/characters/703', 'https://www.anapioficeandfire.com/api/characters/706']",https://www.anapioficeandfire.com/api/houses/246
House Lowther,The Reach,A silver dolphin on a blue-green field,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/247
House Lyberr,The Reach,"Per bend sinister: a grey cat's face on black, a brown jug on white",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/248
House Lychester,The Riverlands,"A black talon, on an orange and white gyronny field(Gyronny tenné and argent, an eagle's leg erased sable)",,[''],['Castle Lychester'],https://www.anapioficeandfire.com/api/characters/674,,https://www.anapioficeandfire.com/api/houses/10,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/674'],https://www.anapioficeandfire.com/api/houses/249
House Lydden of Deep Den,The Westerlands,"A white badger on a per pale green and brown field(Per pale vert and tenné, a badger passant argent)",,['Lord of the Deep Den'],['Deep Den'],https://www.anapioficeandfire.com/api/characters/632,,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/555', 'https://www.anapioficeandfire.com/api/characters/632']",https://www.anapioficeandfire.com/api/houses/250
House Lynderly of the Snakewood,The Vale,"A black field strewn with green vipers(Sable, semé of snakes vert)",,['Lord of the Snakewood'],['Snakewood'],https://www.anapioficeandfire.com/api/characters/579,https://www.anapioficeandfire.com/api/characters/1012,https://www.anapioficeandfire.com/api/houses/7,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/579', 'https://www.anapioficeandfire.com/api/characters/1012']",https://www.anapioficeandfire.com/api/houses/251
House Magnar of Kingshouse,The North,"Argent, a lobster vert holding a harpoon sable",,[''],['Kingshouse'],,,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/252
House Mallery,The Crownlands,"Purpure, six mullets argent",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/650'],https://www.anapioficeandfire.com/api/houses/253
House Mallister of Seagard,The Riverlands,"A silver eagle, displayed, on an indigo field(Purpure, an eagle displayed argent)",Above the Rest,['Lord of Seagard'],['Seagard'],https://www.anapioficeandfire.com/api/characters/539,https://www.anapioficeandfire.com/api/characters/814,https://www.anapioficeandfire.com/api/houses/10,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/303', 'https://www.anapioficeandfire.com/api/characters/539', 'https://www.anapioficeandfire.com/api/characters/544', 'https://www.anapioficeandfire.com/api/characters/596', 'https://www.anapioficeandfire.com/api/characters/675', 'https://www.anapioficeandfire.com/api/characters/814']",https://www.anapioficeandfire.com/api/houses/254
House Manderly of White Harbor,The North,"A white merman with dark green hair, beard and tail, carrying a black trident, on a blue-green field",,"['Lord of White Harbor', 'Warden of the White Knife', 'Shield of the Faith', 'Defender of the Dispossessed', 'Lord Marshal of the Mander', 'Knight of the Order of the Green Hand', 'Lord of Dunstonbury (formerly)']","['New Castle in White Harbor', 'Dunstonbury (formerly)']",https://www.anapioficeandfire.com/api/characters/1124,https://www.anapioficeandfire.com/api/characters/1122,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/317', 'https://www.anapioficeandfire.com/api/characters/627', 'https://www.anapioficeandfire.com/api/characters/715', 'https://www.anapioficeandfire.com/api/characters/777', 'https://www.anapioficeandfire.com/api/characters/1106', 'https://www.anapioficeandfire.com/api/characters/1122', 'https://www.anapioficeandfire.com/api/characters/1123', 'https://www.anapioficeandfire.com/api/characters/1124', 'https://www.anapioficeandfire.com/api/characters/1126', 'https://www.anapioficeandfire.com/api/characters/1999']",https://www.anapioficeandfire.com/api/houses/255
House Manning,The Crownlands,A red sea lion between two black pallets on white,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/16,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/256
House Manwoody of Kingsgrave,Dorne,"Sable, a skull argent crowned or.",,[''],['Kingsgrave'],https://www.anapioficeandfire.com/api/characters/279,https://www.anapioficeandfire.com/api/characters/762,https://www.anapioficeandfire.com/api/houses/285,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/279', 'https://www.anapioficeandfire.com/api/characters/312', 'https://www.anapioficeandfire.com/api/characters/762', 'https://www.anapioficeandfire.com/api/characters/770', 'https://www.anapioficeandfire.com/api/characters/1358']",https://www.anapioficeandfire.com/api/houses/257
House Marbrand of Ashemark,The Westerlands,"An orange burning tree, on a smoky field(Cendrée, a tree in flame tenné)",Burning bright,[''],['Ashemark'],https://www.anapioficeandfire.com/api/characters/285,https://www.anapioficeandfire.com/api/characters/31,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/31', 'https://www.anapioficeandfire.com/api/characters/285', 'https://www.anapioficeandfire.com/api/characters/292', 'https://www.anapioficeandfire.com/api/characters/556', 'https://www.anapioficeandfire.com/api/characters/646']",https://www.anapioficeandfire.com/api/houses/258
House Marsh,The North,"Or, ten frogs vert",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/259
House Massey of Stonedance,The Crownlands,"A triple spiral; red, green and blue, on white",,['Lord of Stonedance'],['Stonedance'],,,https://www.anapioficeandfire.com/api/houses/16,Age of Heroes,https://www.anapioficeandfire.com/api/characters/698,,[''],[],"['https://www.anapioficeandfire.com/api/characters/601', 'https://www.anapioficeandfire.com/api/characters/698']",https://www.anapioficeandfire.com/api/houses/260
House Meadows of Grassy Vale,The Reach,a border of flowers of many colors and varieties on green,,[''],['Grassfield Keep in Grassy Vale'],https://www.anapioficeandfire.com/api/characters/369,,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/369', 'https://www.anapioficeandfire.com/api/characters/689']",https://www.anapioficeandfire.com/api/houses/261
House Melcolm of Old Anchor,The Vale,"A rusty anchor, on a turquoise field, beneath yellow chief with three blue plates(Azure, an anchor tenné, on a chief or three hurts)",,[''],['Old Anchor'],,,https://www.anapioficeandfire.com/api/houses/7,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/262
House Merlyn of Pebbleton,Iron Islands,"Argent, Twining waterspouts vert",,[''],['Pebbleton'],,,https://www.anapioficeandfire.com/api/houses/169,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/740'],https://www.anapioficeandfire.com/api/houses/263
House Merryweather of Longtable,The Reach,"White, a cornucopia Or spilling foods proper within a bordure Or",Behold Our Bounty,[''],['Longtable'],https://www.anapioficeandfire.com/api/characters/796,https://www.anapioficeandfire.com/api/characters/943,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/796', 'https://www.anapioficeandfire.com/api/characters/943', 'https://www.anapioficeandfire.com/api/characters/1006']",https://www.anapioficeandfire.com/api/houses/264
House Mertyns of Mistwood,The Stormlands,"A white great horned owl on a grey field(Cendrée, a great-horned owl close affronté argent)",,[''],['Mistwood'],https://www.anapioficeandfire.com/api/characters/728,,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/728', 'https://www.anapioficeandfire.com/api/characters/753']",https://www.anapioficeandfire.com/api/houses/265
House Middlebury,The Reach,"Quarterly, a black saltire on yellow, green and white diamonds",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/266
House Mollen,The North,"White, upon a pile vert a snowy pine tree proper",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/362,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/461'],https://www.anapioficeandfire.com/api/houses/267
House Moore,The Vale,"Three bronze spearheads, on a white field, within a bronze embattled border(Argent, three spearheads within a bordure embattled tenné)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/7,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/701'],https://www.anapioficeandfire.com/api/houses/268
House Mooton of Maidenpool,The Riverlands,"A red salmon within a gold tressure, on a white field(Argent, a salmon gules within a tressure or)",Wisdom and Strength,['Lord of Maidenpool'],['Maidenpool'],https://www.anapioficeandfire.com/api/characters/1118,,https://www.anapioficeandfire.com/api/houses/10,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/359', 'https://www.anapioficeandfire.com/api/characters/771', 'https://www.anapioficeandfire.com/api/characters/1118']",https://www.anapioficeandfire.com/api/houses/269
House Moreland,The Westerlands,Per pale barry russet and green(Per pale barry tenné and vert),,[''],[''],https://www.anapioficeandfire.com/api/characters/907,,https://www.anapioficeandfire.com/api/houses/229,,https://www.anapioficeandfire.com/api/characters/813,,[''],[],"['https://www.anapioficeandfire.com/api/characters/813', 'https://www.anapioficeandfire.com/api/characters/907']",https://www.anapioficeandfire.com/api/houses/270
House Mormont of Bear Island,The North,"A wood vert, a bear sable",Here We Stand,['Lord of Bear Island'],['Bear Island'],https://www.anapioficeandfire.com/api/characters/692,https://www.anapioficeandfire.com/api/characters/99,https://www.anapioficeandfire.com/api/houses/362,,,,['Longclaw'],[],"['https://www.anapioficeandfire.com/api/characters/99', 'https://www.anapioficeandfire.com/api/characters/264', 'https://www.anapioficeandfire.com/api/characters/547', 'https://www.anapioficeandfire.com/api/characters/594', 'https://www.anapioficeandfire.com/api/characters/667', 'https://www.anapioficeandfire.com/api/characters/687', 'https://www.anapioficeandfire.com/api/characters/692', 'https://www.anapioficeandfire.com/api/characters/1560']",https://www.anapioficeandfire.com/api/houses/271
House Morrigen of Crow's Nest,The Stormlands,"A black crow in flight on a storm-green field(Vert, a crow volant sable)",,"[""Lord of Crow's Nest""]","[""Crow's Nest""]",https://www.anapioficeandfire.com/api/characters/630,https://www.anapioficeandfire.com/api/characters/883,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/437', 'https://www.anapioficeandfire.com/api/characters/446', 'https://www.anapioficeandfire.com/api/characters/630', 'https://www.anapioficeandfire.com/api/characters/883']",https://www.anapioficeandfire.com/api/houses/272
House Moss,The North,A bend orange on vairy grey and green,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/273
House Mudd of Oldstones,The Riverlands,"A golden crown studded with emeralds, on a red-brown field(Tenné, an ancient crown or studded with emeralds vert)",,['King of the Rivers and the Hills'],['Oldstones'],,,,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/1037'],https://www.anapioficeandfire.com/api/houses/274
House Mullendore of Uplands,The Reach,Black-and-orange butterflies on white,,['Lord of Uplands'],['Uplands'],https://www.anapioficeandfire.com/api/characters/726,,https://www.anapioficeandfire.com/api/houses/195,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/713', 'https://www.anapioficeandfire.com/api/characters/726']",https://www.anapioficeandfire.com/api/houses/275
House Musgood,The Stormlands,"Quarterly: A golden pavilion on a blue field, a green laurel crown on a white field(Quarterly, first and fourth, azure, a pavilion or, second and third, argent, a garland of laurel vert)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/525'],https://www.anapioficeandfire.com/api/houses/276
House Myatt,The Westerlands,"A spotted yellow-and-black treecat, on a mud-brown field(Tenné, a treecat or pelleté)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/277
House Myre of Harlaw,Iron Islands,"10 nooses, 4-3-2-1, black on white with a border of blood",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/178,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/580'],https://www.anapioficeandfire.com/api/houses/278
House Nayland of Hag's Mire,The Riverlands,,,[''],"[""Hag's Mire""]",,,https://www.anapioficeandfire.com/api/houses/143,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/1641', 'https://www.anapioficeandfire.com/api/characters/1865']",https://www.anapioficeandfire.com/api/houses/279
House Netley,Iron Islands,,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/169,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/280
House Norcross,The Reach,"Argent, a cross embattled sable",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/73', 'https://www.anapioficeandfire.com/api/characters/172', 'https://www.anapioficeandfire.com/api/characters/296', 'https://www.anapioficeandfire.com/api/characters/500', 'https://www.anapioficeandfire.com/api/characters/545', 'https://www.anapioficeandfire.com/api/characters/863']",https://www.anapioficeandfire.com/api/houses/281
House Norrey,The North,"Or,six thistles slipped vert",,"['The Norrey', 'Lord Norrey']",[''],https://www.anapioficeandfire.com/api/characters/205,,https://www.anapioficeandfire.com/api/houses/362,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/136', 'https://www.anapioficeandfire.com/api/characters/205', 'https://www.anapioficeandfire.com/api/characters/811']",https://www.anapioficeandfire.com/api/houses/282
House Norridge,The Reach,"Azure, six arrows in bend sable heads flaming gules",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/372'],https://www.anapioficeandfire.com/api/houses/283
House Nutt,The Riverlands,,,[''],[''],,,,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/284
House Nymeros Martell of Sunspear,Dorne,"Tenny, a sun in splendour gules transfixed by a spear bendwise Or","Unbowed, Unbent, Unbroken","['Lord of the Sandship', 'Lord of Sunspear', 'Prince of Dorne']",['Old Palace within Sunspear'],https://www.anapioficeandfire.com/api/characters/326,https://www.anapioficeandfire.com/api/characters/130,https://www.anapioficeandfire.com/api/houses/16,"1,000 years ago",https://www.anapioficeandfire.com/api/characters/1718,,[''],[],"['https://www.anapioficeandfire.com/api/characters/130', 'https://www.anapioficeandfire.com/api/characters/271', 'https://www.anapioficeandfire.com/api/characters/326', 'https://www.anapioficeandfire.com/api/characters/361', 'https://www.anapioficeandfire.com/api/characters/364', 'https://www.anapioficeandfire.com/api/characters/631', 'https://www.anapioficeandfire.com/api/characters/705', 'https://www.anapioficeandfire.com/api/characters/709', 'https://www.anapioficeandfire.com/api/characters/719', 'https://www.anapioficeandfire.com/api/characters/763', 'https://www.anapioficeandfire.com/api/characters/782', 'https://www.anapioficeandfire.com/api/characters/844', 'https://www.anapioficeandfire.com/api/characters/1043', 'https://www.anapioficeandfire.com/api/characters/1166', 'https://www.anapioficeandfire.com/api/characters/1197', 'https://www.anapioficeandfire.com/api/characters/1230', 'https://www.anapioficeandfire.com/api/characters/1253', 'https://www.anapioficeandfire.com/api/characters/1261', 'https://www.anapioficeandfire.com/api/characters/1339', 'https://www.anapioficeandfire.com/api/characters/1362', 'https://www.anapioficeandfire.com/api/characters/1414', 'https://www.anapioficeandfire.com/api/characters/1632', 'https://www.anapioficeandfire.com/api/characters/1697', 'https://www.anapioficeandfire.com/api/characters/1698', 'https://www.anapioficeandfire.com/api/characters/1718', 'https://www.anapioficeandfire.com/api/characters/1723', 'https://www.anapioficeandfire.com/api/characters/1725', 'https://www.anapioficeandfire.com/api/characters/1743', 'https://www.anapioficeandfire.com/api/characters/1766', 'https://www.anapioficeandfire.com/api/characters/1768', 'https://www.anapioficeandfire.com/api/characters/1769', 'https://www.anapioficeandfire.com/api/characters/1770', 'https://www.anapioficeandfire.com/api/characters/1876', 'https://www.anapioficeandfire.com/api/characters/1930', 'https://www.anapioficeandfire.com/api/characters/2011', 'https://www.anapioficeandfire.com/api/characters/2041']",https://www.anapioficeandfire.com/api/houses/285
House Oakheart of Old Oak,The Reach,"Or, three oak leaves vert",Our Roots Go Deep,[''],['Old Oak'],https://www.anapioficeandfire.com/api/characters/147,,https://www.anapioficeandfire.com/api/houses/398,,https://www.anapioficeandfire.com/api/characters/570,,[''],[],"['https://www.anapioficeandfire.com/api/characters/74', 'https://www.anapioficeandfire.com/api/characters/147', 'https://www.anapioficeandfire.com/api/characters/149', 'https://www.anapioficeandfire.com/api/characters/343', 'https://www.anapioficeandfire.com/api/characters/570', 'https://www.anapioficeandfire.com/api/characters/787']",https://www.anapioficeandfire.com/api/houses/286
House Oldflowers,The Reach,"Vert, ten hands couped argent surmounted by a bend sinister gules",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/287
House Orkwood of Orkmont,Iron Islands,"Or, semy of pines vert",,[''],['Orkmont'],,,https://www.anapioficeandfire.com/api/houses/169,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/288
House Orme,The Reach,"Per fess sable and bendy Or and argent, in chief three harps in fess of the seocnd",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/289
House Osgrey of Leafy Lake,The Reach,,,[''],['Extinct (formerly Leafy Lake)'],,,https://www.anapioficeandfire.com/api/houses/291,,,before 210 AC,[''],[],[],https://www.anapioficeandfire.com/api/houses/290
House Osgrey of Standfast,The Reach,"Argent, a lion rampant chequy vert and or",,"['Knight of Standfast', 'Marshall of the Northmarch (pre-Conquest)']","['Standfast', 'Coldmoat (formally)']",,,https://www.anapioficeandfire.com/api/houses/326,,,,[''],['https://www.anapioficeandfire.com/api/houses/290'],"['https://www.anapioficeandfire.com/api/characters/32', 'https://www.anapioficeandfire.com/api/characters/104', 'https://www.anapioficeandfire.com/api/characters/186', 'https://www.anapioficeandfire.com/api/characters/353', 'https://www.anapioficeandfire.com/api/characters/388', 'https://www.anapioficeandfire.com/api/characters/478', 'https://www.anapioficeandfire.com/api/characters/791', 'https://www.anapioficeandfire.com/api/characters/821', 'https://www.anapioficeandfire.com/api/characters/1108', 'https://www.anapioficeandfire.com/api/characters/1308', 'https://www.anapioficeandfire.com/api/characters/1542', 'https://www.anapioficeandfire.com/api/characters/1614', 'https://www.anapioficeandfire.com/api/characters/1731', 'https://www.anapioficeandfire.com/api/characters/1803', 'https://www.anapioficeandfire.com/api/characters/1879', 'https://www.anapioficeandfire.com/api/characters/1891', 'https://www.anapioficeandfire.com/api/characters/1928', 'https://www.anapioficeandfire.com/api/characters/2079', 'https://www.anapioficeandfire.com/api/characters/2083', 'https://www.anapioficeandfire.com/api/characters/2084', 'https://www.anapioficeandfire.com/api/characters/2103', 'https://www.anapioficeandfire.com/api/characters/2105']",https://www.anapioficeandfire.com/api/houses/291
House Overton,The North,"Sable, a fess chequy argent and Or",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/292
House Paege,The Riverlands,"Twining red-and-white snakes, on a black field(Sable, two serpents argent and gules entwined palewise)",,[''],[''],https://www.anapioficeandfire.com/api/characters/462,,https://www.anapioficeandfire.com/api/houses/10,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/286', 'https://www.anapioficeandfire.com/api/characters/402', 'https://www.anapioficeandfire.com/api/characters/462', 'https://www.anapioficeandfire.com/api/characters/464', 'https://www.anapioficeandfire.com/api/characters/902', 'https://www.anapioficeandfire.com/api/characters/952', 'https://www.anapioficeandfire.com/api/characters/1000']",https://www.anapioficeandfire.com/api/houses/293
House Parren,The Westerlands,"Per saltire: burgundy and white stripes; a black lion's head on a gold field(Per saltire, the first paly gules and argent, the second or, a lion's head erased sable)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/229,,,after 209 AC,[''],[],[],https://www.anapioficeandfire.com/api/houses/294
House Payne,The Westerlands,"Gold coins in the checks of a checkered purple and white field(Chequy purpure and argent, each chequer charged with a bezant)",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/233', 'https://www.anapioficeandfire.com/api/characters/521', 'https://www.anapioficeandfire.com/api/characters/827']",https://www.anapioficeandfire.com/api/houses/295
House Peake of Starpike,The Reach,"Tenny, three castles sable",,['Lord of Starpike'],"['Starpike', 'Whitegrove (formerly)']",https://www.anapioficeandfire.com/api/characters/1027,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/431', 'https://www.anapioficeandfire.com/api/characters/708', 'https://www.anapioficeandfire.com/api/characters/1027']",https://www.anapioficeandfire.com/api/houses/296
House Peasebury of Poddingfield,The Stormlands,"A green pea pod, burst open, on a white field, bordered by three rows of green peas(Argent, a pea pod open within a bordure of three rows of peas vert)",,['Lord of Poddingfield'],['Poddingfield'],https://www.anapioficeandfire.com/api/characters/908,,https://www.anapioficeandfire.com/api/houses/15,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/908'],https://www.anapioficeandfire.com/api/houses/297
House Peat,The Neck,,,[''],[''],,,https://www.anapioficeandfire.com/api/houses/318,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/298
House Peckledon,The Westerlands,"Ten purple stars, on a yellow field(Or, ten mullets, 4, 3, 2, 1, purpure)",Unflinching,[''],[''],,,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],['https://www.anapioficeandfire.com/api/characters/597'],https://www.anapioficeandfire.com/api/houses/299
House Penrose of Parchments,The Stormlands,"White crossed quills, on a russet field(Tenné, two quills saltirewise argent)",Set Down Our Deeds,['Lord of Parchments'],['Parchments'],,,https://www.anapioficeandfire.com/api/houses/17,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/48', 'https://www.anapioficeandfire.com/api/characters/254', 'https://www.anapioficeandfire.com/api/characters/581', 'https://www.anapioficeandfire.com/api/characters/1358']",https://www.anapioficeandfire.com/api/houses/300
House Perryn,The Riverlands,,,[''],[''],,,,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/301
House Piper of Pinkmaiden,The Riverlands,"A pink dancing maiden in a swirl of white silk, on a blue field(Azure, a maiden dancing proper enwrapped with silk argent)",Brave and Beautiful,[''],['Pinkmaiden Castle'],https://www.anapioficeandfire.com/api/characters/245,https://www.anapioficeandfire.com/api/characters/721,https://www.anapioficeandfire.com/api/houses/10,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/245', 'https://www.anapioficeandfire.com/api/characters/633', 'https://www.anapioficeandfire.com/api/characters/721']",https://www.anapioficeandfire.com/api/houses/302
House Plumm,The Westerlands,"Three purple roundels, on a gold field(Or, three golpes)",Come Try Me,[''],[''],https://www.anapioficeandfire.com/api/characters/826,https://www.anapioficeandfire.com/api/characters/299,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/299', 'https://www.anapioficeandfire.com/api/characters/485', 'https://www.anapioficeandfire.com/api/characters/732', 'https://www.anapioficeandfire.com/api/characters/803', 'https://www.anapioficeandfire.com/api/characters/822', 'https://www.anapioficeandfire.com/api/characters/826', 'https://www.anapioficeandfire.com/api/characters/1078', 'https://www.anapioficeandfire.com/api/characters/1358']",https://www.anapioficeandfire.com/api/houses/303
House Pommingham,The Reach,"A red pomegranate on white, a double tressure red",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/398,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/304
House Poole,The North,"White, a roundel azure, a tressure cendrée",,[''],[''],,,https://www.anapioficeandfire.com/api/houses/34,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/557', 'https://www.anapioficeandfire.com/api/characters/1069']",https://www.anapioficeandfire.com/api/houses/305
House Prester of Feastfires,The Westerlands,"A red ox, on an ermine field(Ermine, an ox passant gules)",Tireless,['Lord of Feastfires'],['Feastfires'],https://www.anapioficeandfire.com/api/characters/403,,https://www.anapioficeandfire.com/api/houses/229,,,,[''],[],"['https://www.anapioficeandfire.com/api/characters/394', 'https://www.anapioficeandfire.com/api/characters/403']",https://www.anapioficeandfire.com/api/houses/306
House Pryor of Pebble,The Vale,"A partial eclipse, black moon over yellow sun, on a dusty pink field(Carnation, a sun-in-splendour or surmounted by a moon in her complement sable)",,[''],['Pebble'],,,https://www.anapioficeandfire.com/api/houses/7,,,,[''],[],[],https://www.anapioficeandfire.com/api/houses/307
