name,male,origin,isMarried,isNoble,popularity,isAlive,season,episode,deaths,episode_num
Hibald,1,Foreign Noble,0,0,0.0133779264214046,1,0,,,0
Hilmar Drumm,1,House Greyjoy,0,0,0.0066889632107023,1,0,,,0
Hod,1,Peasant,0,0,0.0033444816053511,1,0,,,0
Hoke,0,House Lannister,0,0,0.0100334448160535,1,0,,,0
Holger,0,Outlaw,0,0,0.0033444816053511,1,0,,,0
Hop-Robin,1,Night's Watch,0,0,0.0334448160535117,1,0,,,0
Hugh Beesbury,0,House Tyrell,0,1,0.0133779264214046,1,0,,,0
Humfrey Clifton,1,Noble,0,1,0.0133779264214046,1,0,,,0
Hunnimore,0,Wildling,0,1,0.0,1,0,,,0
Husband,1,Peasant,1,0,0.0434782608695652,1,0,,,0
Illifer,1,Wildling,0,1,0.040133779264214,1,0,,,0
Ironbelly,1,Dothraki,0,0,0.0100334448160535,1,0,,,0
Jaehaerys Targaryen (son of Aegon II),1,House Targaryen,0,1,0.187290969899665,0,8,The Iron Throne,King Aegon II Targaryen - 1 (Deceased),72
Jaehaera Targaryen,0,House Targaryen,1,1,0.280936454849498,0,3,And Now His Watch Is Ended,"Queen Rhaenyra Targaryen - Burned alive and consumed by dragon on the orders of King Aegon II Targaryen off-screen, mentioned.",24
Jaggot,0,Outlaw,0,0,0.0,1,0,,,0
Jaehaerys II Targaryen,1,House Targaryen,0,0,0.494983277591973,0,6,Blood of My Blood,"King Aerys II Targaryen/Mad King - Stabbed in the back by Jaime Lannister with a sword, shown in a flashback.",56
Jaime Frey,1,House Frey,0,0,0.127090301003344,1,0,,,0
Jaehaerys I Targaryen,1,House Targaryen,0,0,0.65886287625418,0,6,Blood of My Blood,"King Aerys II Targaryen/Mad King - Stabbed in the back by Jaime Lannister with a sword, shown in a flashback.",56
Jate,0,House Arryn,0,0,0.0,0,8,The Iron Throne,Jory Cassel - 2 (Deceased),72
Jate Blackberry,1,Peasant,0,0,0.0100334448160535,1,0,,,0
Jasper Waynwood,1,House Arryn,0,0,0.0568561872909698,1,0,,,0
Jayde,0,Peasant,0,0,0.020066889632107,1,0,,,0
Jeffory Norcross,1,Noble,0,1,0.0066889632107023,1,0,,,0
Jeffory Mallister,1,House Tully,0,0,0.020066889632107,1,0,,,0
Jayne Bracken,0,House Tully,0,0,0.0301003344481605,1,0,,,0
Squinty Jeyne,0,House Tyrell,0,0,0.0066889632107023,1,0,,,0
Jeyne Fossoway,0,House Tyrell,1,0,0.0535117056856187,1,0,,,0
Jeyne Heddle,0,Outlaw,0,0,0.0334448160535117,1,0,,,0
Jeyne Swann,0,House Baratheon,0,0,0.0167224080267558,1,0,,,0
Jeyne Westerling (wife of Maegor I),0,House Lannister,1,1,0.110367892976588,0,8,The Long Night,Lady Lyanna Mormont (Wight) - Died when Arya Stark killed the Night King.,69
Jeyne Waters,1,Peasant,0,0,0.0735785953177257,0,6,The Winds of Winter,"Walder Rivers - Killed and carved into a pie by Arya Stark off-screen, body shown.",60
Jeyne Westerling,0,House Lannister,1,1,0.424749163879598,1,0,,,0
Jocelyn Swyft,0,House Lannister,0,0,0.0167224080267558,1,0,,,0
Jodge,1,House Lannister,0,0,0.0033444816053511,1,0,,,0
Joanna Swyft,0,House Lannister,0,0,0.0234113712374581,1,0,,,0
Joanna Lannister,0,House Lannister,1,1,0.23076923076923,0,7,The Queen's Justice,Unnamed Lannister Soldier - Fell to his death after being thrown from Casterly Rock by an unknown Unsullied.,63
Johanna Swann,0,House Baratheon,0,0,0.020066889632107,1,0,,,0
Jommo,1,Dothraki,0,0,0.0100334448160535,1,0,,,0
Jommy,1,House Baratheon,0,0,0.0033444816053511,1,0,,,0
Jon Cupps,1,Noble,1,1,0.0501672240802675,1,0,,,0
Jon Heddle,1,Noble,0,1,0.0066889632107023,1,0,,,0
Jon Hollard,1,House Baratheon,0,1,0.0267558528428093,1,0,,,0
Jon Penny,0,Noble,0,0,0.0066889632107023,1,0,,,0
Jon Penrose,1,House Baratheon,0,1,0.0167224080267558,1,0,,,0
Jon Pox,1,House Baratheon,0,0,0.0167224080267558,1,0,,,0
Jon Vance,1,House Frey,0,1,0.0234113712374581,1,0,,,0
Jon Umber (Smalljon),1,House Stark,0,0,0.0702341137123745,0,8,The Iron Throne,Lord Smalljon Umber - 2 (Deceased),72
Jon Umber (Greatjon),1,House Stark,0,1,0.183946488294314,1,0,,,0
Jon Waters,1,Wildling,0,1,0.0769230769230769,0,6,The Winds of Winter,"Walder Rivers - Killed and carved into a pie by Arya Stark off-screen, body shown.",60
Jorquen,1,Night's Watch,0,0,0.0033444816053511,1,0,,,0
Jorgen,1,House Greyjoy,0,0,0.0,1,0,,,0
Joseran,0,House Greyjoy,0,1,0.0033444816053511,1,0,,,0
Joseth,1,House Stark,0,0,0.0301003344481605,1,0,,,0
Joseth Mallister,0,House Tully,0,1,0.0133779264214046,1,0,,,0
Joss,1,House Martell,0,0,0.0033444816053511,1,0,,,0
Joss the Gloom,0,Foreign Peasant,0,0,0.0100334448160535,1,0,,,0
Joth Quickbow,0,Noble,0,0,0.0,1,0,,,0
Josua Willum,1,House Tyrell,0,0,0.0133779264214046,1,0,,,0
Jurne,0,Foreign Peasant,0,1,0.0133779264214046,1,0,,,0
Jothos Slynt,1,House Baratheon,0,0,0.0234113712374581,1,0,,,0
Jyck,1,House Lannister,0,0,0.0301003344481605,0,4,Breaker of Chains,Guymon - Shot in the back of the head by Ygritte with an arrow using a bow.,33
Jyzene,0,Foreign Noble,0,0,0.0133779264214046,1,0,,,0
Kegs,1,Night's Watch,0,0,0.0167224080267558,1,0,,,0
Kella,0,Noble,0,0,0.0033444816053511,1,0,,,0
Kemmett Pyke,0,House Greyjoy,0,0,0.0100334448160535,1,0,,,0
Kenned,0,House Greyjoy,0,0,0.0066889632107023,0,3,Kissed by Fire,Lord Rickard Karstark - Decapitated by King Robb Stark with a sword.,25
Ketter,0,Night's Watch,0,0,0.0,1,0,,,0
Kirby Pimm,1,House Stark,0,1,0.0,1,0,,,0
Kojja Mo,0,Foreign Peasant,0,0,0.0167224080267558,1,0,,,0
Kirth Vance,1,House Tully,0,0,0.0267558528428093,1,0,,,0
Koss,1,House Stark,0,0,0.0367892976588628,0,3,Kissed by Fire,Unnamed Stark Guard - Stabbed through the back by an unknown Stark soldier with a sword.,25
Kromm,0,House Greyjoy,0,0,0.0066889632107023,0,3,And Now His Watch Is Ended,Craster - Stabbed in the throat by Karl Tanner with a knife.,24
Kurz,1,House Tully,0,0,0.0367892976588628,0,1,The Wolf and the Lion,Kurleket - Killed by an unknown Hill Tribesman.,5
Kyle,1,Foreign Peasant,0,1,0.0267558528428093,1,0,,,0
Kyle (brotherhood),0,Outlaw,0,0,0.0,0,8,The Iron Throne,Brother Ray - 1 (Deceased),72
Kyle Royce,1,House Arryn,0,0,0.020066889632107,1,0,,,0
Kyleg,0,Wildling,0,0,0.0100334448160535,1,0,,,0
Kym,0,Outlaw,0,1,0.0,1,0,,,0
Lamprey,1,House Baratheon,0,0,0.0100334448160535,1,0,,,0
Lancel V Lannister,0,House Lannister,0,0,0.020066889632107,1,0,,,0
Lanna,0,Wildling,0,0,0.020066889632107,1,0,,,0
Lanna (Happy Port),0,Foreign Peasant,0,0,0.0267558528428093,1,0,,,0
Larraq,1,Foreign Peasant,0,0,0.020066889632107,1,0,,,0
Layna,0,House Targaryen,0,0,0.0234113712374581,1,0,,,0
Lem,1,Outlaw,0,0,0.0836120401337792,1,0,,,0
Leana Frey,0,House Frey,0,0,0.0735785953177257,1,0,,,0
Lennocks,1,Soldier,0,0,0.0033444816053511,1,0,,,0
Lem (Standfast),0,House Tyrell,0,0,0.0133779264214046,0,2,Valar Morghulis,"Farlen - Killed by unknown Bolton soldiers off-screen, body shown.",20
Lenn,0,Wildling,0,0,0.0066889632107023,1,0,,,0
Lenyl,1,Wildling,0,0,0.0100334448160535,1,0,,,0
Lenwood Tawney,1,House Greyjoy,0,0,0.0100334448160535,1,0,,,0
Leo Tyrell (Longthorn),1,House Tyrell,0,1,0.0535117056856187,1,0,,,0
Leona Tyrell,0,House Tyrell,0,0,0.123745819397993,1,0,,,0
Leo Tyrell (son of Victor),1,House Tyrell,1,1,0.130434782608695,1,0,,,0
Lester,0,House Lannister,0,0,0.0167224080267558,1,0,,,0
Lew (guard),0,House Stark,0,0,0.0,1,0,,,0
Lewis Lanster,1,Outlaw,0,0,0.0066889632107023,1,0,,,0
Lewys Piper,1,House Tully,0,0,0.0334448160535117,1,0,,,0
Leyla Hightower,0,House Tyrell,1,0,0.0501672240802675,1,0,,,0
Lia Serry,0,House Tyrell,1,0,0.137123745819397,1,0,,,0
Liane Vance,0,House Tully,0,0,0.0167224080267558,1,0,,,0
Lister,1,Night's Watch,0,0,0.0033444816053511,1,0,,,0
Long Lew,1,House Tully,0,0,0.0,1,0,,,0
Lorcas,1,House Tully,0,0,0.0100334448160535,1,0,,,0
Lorent Lorch,0,House Lannister,0,1,0.0100334448160535,1,0,,,0
Lorimer,1,House Lannister,0,1,0.0133779264214046,0,8,The Long Night,Lord Beric Dondarrion - Stabbed to death by wight. Reanimated as a wight.,69
Lorren,1,Wildling,0,0,0.0234113712374581,0,2,What Is Dead May Never Die,Yoren - Stabbed in the back of the neck by Ser Amory Lorch with a sword.,13
Lothar,1,Soldier,0,1,0.0,1,0,,,0
Lorent Tyrell,0,House Tyrell,0,0,0.127090301003344,1,0,,,0
Lotho Lornel,0,Foreign Peasant,0,0,0.0066889632107023,1,0,,,0
Lucan,1,House Tully,0,0,0.0133779264214046,0,1,The Wolf and the Lion,Unnamed Hill Tribesman - Repeatedly stabbed in the head by Lord Tyrion Lannister with a shield.,5
Lucamore Strong,1,Noble,0,1,0.0167224080267558,1,0,,,0
Lucantine Woodwright,0,Foreign Peasant,0,1,0.0100334448160535,1,0,,,0
Lucas Nayland,0,House Frey,0,1,0.0033444816053511,1,0,,,0
Lucas Roote,1,House Frey,0,0,0.0133779264214046,0,4,The Lion and the Rose,Lord Axell Florent - Burned alive by unknown Baratheon soldiers on the orders of Melisandre/The Red Woman.,32
Lucifer Hardy,1,Noble,0,1,0.0066889632107023,1,0,,,0
Luco Prestayn,0,Foreign Peasant,0,0,0.0033444816053511,1,0,,,0
Lucimore Botley,0,House Greyjoy,0,0,0.0468227424749163,1,0,,,0
Lucos,1,House Arryn,0,0,0.0066889632107023,1,0,,,0
Luke of Longtown,0,Night's Watch,0,0,0.0133779264214046,1,0,,,0
Lucas Tyrell,1,House Tyrell,0,0,0.123745819397993,1,0,,,0
Lum,1,House Lannister,0,0,0.0133779264214046,1,0,,,0
Luton,1,House Stark,0,0,0.0234113712374581,0,8,The Long Night,Lord Commander Eddison Tollett - Stabbed in the back by a wight. Reanimated as a wight.,69
Luthor Tyrell (son of Moryn),0,House Tyrell,1,1,0.130434782608695,1,0,,,0
Luthor Tyrell (son of Theodore),1,House Tyrell,0,0,0.137123745819397,1,0,,,0
Lymond Mallister,0,House Tully,0,1,0.0133779264214046,1,0,,,0
Lync,0,Night's Watch,0,0,0.0066889632107023,1,0,,,0
Lyonel (knight),1,House Lannister,0,1,0.0133779264214046,1,0,,,0
Lyonel Bentley,0,Soldier,0,1,0.0133779264214046,0,6,The Broken Man,"At Least 27 Unnamed Civilians - Killed by Lem Lemoncloak, Morgan, and Gatins off-screen, bodies shown.",57
Lyonel Tyrell (lord),1,House Tyrell,0,1,0.020066889632107,0,8,The Iron Throne,Lord Tywin Lannister - 3 (Deceased),72
Lysa Meadows,0,House Tyrell,1,0,0.130434782608695,1,0,,,0
Lyonel Tyrell (son of Leo),0,House Tyrell,0,0,0.130434782608695,1,0,,,0
Maddy,0,House Arryn,0,0,0.0133779264214046,1,0,,,0
Maerie (Goodwife),0,Foreign Peasant,0,1,0.0033444816053511,1,0,,,0
Maerie (Whore),0,Noble,0,0,0.0033444816053511,0,5,Mother's Mercy,Myranda - Fell to her death after being pushed off a rampart by Prince Theon Greyjoy/Reek.,50
Maggy,1,Foreign Noble,0,0,0.0568561872909698,1,0,,,0
Malcolm,0,Night's Watch,0,1,0.0066889632107023,1,0,,,0
Malleon,1,Soldier,0,1,0.0167224080267558,1,0,,,0
Malliard,1,Noble,0,1,0.0066889632107023,1,0,,,0
Mallor (Knight),1,Dothraki,0,1,0.0,1,0,,,0
Mallor,0,House Lannister,0,0,0.0066889632107023,1,0,,,0
Manfred Dondarrion,1,House Baratheon,0,1,0.0100334448160535,1,0,,,0
Manfred Lothston,1,Noble,0,0,0.0100334448160535,1,0,,,0
Manfred Swann,0,House Baratheon,0,1,0.0167224080267558,1,0,,,0
Manfryd Lothston,1,Noble,0,0,0.0066889632107023,1,0,,,0
Manfryd Yew,0,Noble,0,1,0.020066889632107,1,0,,,0
Marei,1,Peasant,0,0,0.0434782608695652,1,0,,,0
Marghaz zo Loraq,1,Foreign Peasant,0,0,0.0334448160535117,1,0,,,0
Maris,0,Wildling,0,0,0.0066889632107023,1,0,,,0
Marq Grafton,1,House Arryn,0,0,0.0301003344481605,0,6,The Broken Man,"Lady Maege Mormont - Died of unknown causes during the War of the Five Kings off-screen, mentioned.",57
Martyn Mullendore,0,House Tyrell,0,1,0.0066889632107023,1,0,,,0
Maslyn,0,Night's Watch,0,0,0.0133779264214046,0,5,The House of Black and White,"Mossador's Father - Died in an unspecified manner off-screen, mentioned.",42
Mathos Mallarawan,0,Foreign Peasant,0,0,0.0167224080267558,1,0,,,0
Matrice,0,House Baratheon,0,0,0.0033444816053511,1,0,,,0
Matt,1,Foreign Noble,0,0,0.0033444816053511,1,0,,,0
Maynard,1,Noble,0,1,0.0133779264214046,1,0,,,0
Maynard Plumm,1,House Targaryen,0,1,0.0234113712374581,1,0,,,0
Mazdhan zo Loraq,1,Foreign Peasant,0,0,0.0100334448160535,1,0,,,0
Mebble,1,Wildling,0,0,0.0066889632107023,1,0,,,0
Meha,0,Wildling,0,0,0.0066889632107023,1,0,,,0
Mela,0,House Arryn,0,0,0.0100334448160535,1,0,,,0
Meizo Mahr,0,Night's Watch,0,0,0.0066889632107023,1,0,,,0
Melaquin,0,House Stark,0,1,0.0,1,0,,,0
Medwick Tyrell,1,House Tyrell,0,1,0.120401337792642,1,0,,,0
Meliana,0,House Greyjoy,0,0,0.0,1,0,,,0
Melicent,0,Night's Watch,0,0,0.0033444816053511,1,0,,,0
Mellei,0,House Martell,0,0,0.0100334448160535,1,0,,,0
Melly,0,Outlaw,0,0,0.0033444816053511,1,0,,,0
Mellos,1,Dothraki,0,1,0.237458193979933,1,0,,,0
Meralyn,0,Foreign Peasant,0,0,0.0267558528428093,1,0,,,0
Merling Queen,0,Foreign Peasant,0,0,0.020066889632107,1,0,,,0
Mero,1,Outlaw,0,0,0.0468227424749163,0,3,Second Sons,"Mero - Decapitated by Daario Naharis off-screen, head shown.",28
Merrell Florent,1,House Tyrell,0,0,0.0668896321070234,1,0,,,0
Michael Mertyns,1,House Baratheon,0,1,0.0066889632107023,1,0,,,0
Miklaz,0,Foreign Peasant,0,1,0.0167224080267558,1,0,,,0
Mollander,1,Foreign Peasant,0,0,0.0367892976588628,1,0,,,0
Mollos,0,Foreign Noble,0,1,0.0100334448160535,1,0,,,0
Moonshadow,0,Foreign Peasant,0,0,0.0100334448160535,1,0,,,0
Moreo Tumitis,1,Outlaw,0,0,0.0100334448160535,1,0,,,0
Morgarth,1,Noble,0,1,0.0167224080267558,1,0,,,0
Moro,1,Dothraki,0,0,0.0167224080267558,1,0,,,0
Morra,0,House Martell,0,0,0.0100334448160535,1,0,,,0
Morrec,1,House Lannister,0,0,0.0267558528428093,0,2,Valar Morghulis,Doreah - Died of natural causes after being locked in a vault by Queen Daenerys I Targaryen.,20
Mors Manwoody,1,House Martell,0,0,0.0234113712374581,1,0,,,0
Mortimer Boggs,1,Noble,0,1,0.0133779264214046,1,0,,,0
Mors Martell (brother of Doran),1,House Martell,0,0,0.0668896321070234,0,3,Mhysa,"Black Lorren - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
Mother Mole,0,Wildling,0,0,0.0434782608695652,1,0,,,0
Mudge (brotherhood),0,Outlaw,0,0,0.0,1,0,,,0
Mudge (miller),1,Dothraki,0,0,0.0033444816053511,1,0,,,0
Mudge (swineherd),1,House Tyrell,0,0,0.0,1,0,,,0
Munciter,1,Noble,0,1,0.0066889632107023,1,0,,,0
Mully,1,Night's Watch,0,0,0.0501672240802675,1,0,,,0
Murch,1,Wildling,0,0,0.0100334448160535,1,0,,,0
Murch (Winterfell),1,House Stark,0,0,0.0033444816053511,1,0,,,0
Myles (squire),1,House Tully,0,0,0.0133779264214046,0,3,Mhysa,Unnamed Frey Soldier - Slashed across the chest by Sandor Clegane/The Hound with a sword.,30
Myrtle,0,Wildling,0,0,0.0468227424749163,0,5,Mother's Mercy,Myranda - Fell to her death after being pushed off a rampart by Prince Theon Greyjoy/Reek.,50
Nage,1,House Bolton,0,0,0.0033444816053511,1,0,,,0
Nail,0,Outlaw,0,0,0.0133779264214046,1,0,,,0
Narbert,0,Night's Watch,0,1,0.0267558528428093,1,0,,,0
Narbo,0,Foreign Peasant,0,0,0.0100334448160535,1,0,,,0
Nan,0,House Stark,0,0,0.0969899665551839,1,0,,,0
Ned (ferryman),1,Dothraki,0,0,0.0033444816053511,1,0,,,0
Nella,0,Wildling,1,0,0.020066889632107,1,0,,,0
Ned Woods,1,House Stark,0,0,0.0167224080267558,1,0,,,0
Nissa Nissa,1,House Tully,1,0,0.020066889632107,1,0,,,0
Nightingale,0,Outlaw,0,0,0.0167224080267558,1,0,,,0
Nolla,0,Foreign Noble,0,1,0.0,1,0,,,0
Norjen,0,House Greyjoy,0,0,0.0066889632107023,1,0,,,0
Norren,1,Foreign Peasant,0,1,0.0167224080267558,1,0,,,0
Nymos,0,Wildling,0,1,0.0066889632107023,1,0,,,0
Normund Tyrell,0,House Tyrell,0,1,0.127090301003344,1,0,,,0
Ocley,0,House Baratheon,0,1,0.0066889632107023,1,0,,,0
Ogo,1,Dothraki,0,0,0.0367892976588628,0,6,Book of the Stranger,Aggo - Stabbed in the back by Daario Naharis with a knife.,54
Old Crackbones,1,Wildling,0,0,0.0,1,0,,,0
Old Grey Gull,1,House Greyjoy,0,0,0.0100334448160535,1,0,,,0
Old Tattersalt,1,Night's Watch,0,0,0.0133779264214046,1,0,,,0
Old Henly,1,Night's Watch,0,0,0.0133779264214046,0,3,"Dark Wings, Dark Words","Lord Hoster Tully - Died of an unspecified illness off-screen, body shown in ""Walk of Punishment"".",22
Olyvar Oakheart,1,House Tyrell,0,1,0.0234113712374581,0,8,The Iron Throne,Othell Yarwyck - 1 (Deceased),72
Olene Tyrell,0,House Tyrell,1,0,0.127090301003344,1,0,,,0
Orbelo,1,Foreign Peasant,0,0,0.0133779264214046,1,0,,,0
Orivel,1,Soldier,0,1,0.0033444816053511,1,0,,,0
Orell,1,Wildling,0,0,0.0802675585284281,0,3,The Rains of Castamere,Orell - Stabbed in the stomach by Jon Snow using Longclaw.,29
Ormond (knight),0,Soldier,0,1,0.0,0,8,The Long Night,Lord Beric Dondarrion - Stabbed to death by wight. Reanimated as a wight.,69
Ormond Osgrey,0,House Tyrell,0,1,0.0100334448160535,1,0,,,0
Ormond Westerling,0,House Lannister,0,1,0.0,1,0,,,0
Oro Tendyris,1,Foreign Peasant,0,0,0.0133779264214046,1,0,,,0
Ormund Wylde,1,House Baratheon,0,1,0.0133779264214046,1,0,,,0
Osmynd,0,Soldier,0,0,0.0033444816053511,1,0,,,0
Ossy,0,House Arryn,0,0,0.0100334448160535,1,0,,,0
Oswyn,0,Outlaw,0,0,0.0033444816053511,1,0,,,0
Othor,1,Night's Watch,0,0,0.0568561872909698,0,8,The Iron Throne,Othell Yarwyck - 1 (Deceased),72
Otter Gimpknee,0,House Frey,0,0,0.0066889632107023,1,0,,,0
Ottomore,1,Dothraki,0,0,0.0066889632107023,1,0,,,0
Owen (brother of Meribald),1,House Lannister,0,0,0.0133779264214046,1,0,,,0
Owen,1,Night's Watch,0,0,0.0367892976588628,1,0,,,0
Owen Inchfield,0,Noble,0,1,0.0133779264214046,1,0,,,0
Palla,0,House Stark,0,0,0.020066889632107,1,0,,,0
Pate (Old),1,Dothraki,0,0,0.0066889632107023,1,0,,,0
Pate (Mory),1,Night's Watch,0,0,0.0033444816053511,1,0,,,0
Pate (Lancewood),1,Outlaw,0,0,0.0033444816053511,1,0,,,0
Pate (Pinchbottom),0,House Bolton,0,0,0.0033444816053511,0,1,The Pointy End,Vayon Poole - Stabbed in the stomach by an unknown Lannister soldier with a spear.,8
Pate (Night's Watch),0,Night's Watch,0,0,0.0066889632107023,1,0,,,0
Pate (Shermer's Grove),1,Noble,0,0,0.0033444816053511,1,0,,,0
Pate (Standfast),1,House Tyrell,0,0,0.0133779264214046,0,1,The Pointy End,Vayon Poole - Stabbed in the stomach by an unknown Lannister soldier with a spear.,8
Penny Jenny,0,House Arryn,0,0,0.0033444816053511,1,0,,,0
Penny,0,Outlaw,0,0,0.187290969899665,1,0,,,0
Perros Blackmont,1,House Martell,0,0,0.020066889632107,1,0,,,0
Perwyn Osgrey,0,House Tyrell,0,1,0.0066889632107023,1,0,,,0
Peter Plumm,1,House Targaryen,0,1,0.0267558528428093,1,0,,,0
Plummer,0,House Tyrell,0,1,0.0,1,0,,,0
Poetess,0,Foreign Peasant,0,0,0.0100334448160535,1,0,,,0
Pollitor,1,Noble,0,1,0.0100334448160535,1,0,,,0
Porridge,1,House Baratheon,0,0,0.0066889632107023,1,0,,,0
Porther,1,House Stark,0,0,0.0100334448160535,1,0,,,0
Portifer Woodwright,0,Foreign Peasant,0,1,0.0100334448160535,1,0,,,0
Poul Pemford,1,Noble,0,0,0.0066889632107023,0,8,The Long Night,Fergus - Killed by wight off-screen. Reanimated as a wight.,69
Poxy Tym,1,House Stark,0,0,0.0100334448160535,0,7,The Queen's Justice,Tyene Sand - Poisoned by Queen Cersei I Lannister with the long farewell.,63
Praed,1,House Stark,0,0,0.0167224080267558,0,3,Second Sons,"Prendahl na Ghezn - Decapitated by Daario Naharis off-screen, head shown.",28
Puckens,0,House Lannister,0,0,0.0133779264214046,1,0,,,0
Pudding,0,Foreign Peasant,0,0,0.0033444816053511,1,0,,,0
Puddingfoot,0,Outlaw,0,0,0.0033444816053511,1,0,,,0
Qalen,1,House Greyjoy,0,1,0.0100334448160535,1,0,,,0
Qarl the Thrall,0,House Greyjoy,0,0,0.0167224080267558,1,0,,,0
Qarl Kenning,0,House Greyjoy,0,0,0.0066889632107023,1,0,,,0
Qarl Correy,1,House Targaryen,0,1,0.0267558528428093,1,0,,,0
Qarl Shepherd,0,House Greyjoy,0,0,0.0066889632107023,1,0,,,0
Qarl Quickaxe,1,House Greyjoy,0,0,0.0033444816053511,1,0,,,0
Qos,1,Outlaw,0,1,0.0033444816053511,1,0,,,0
Quellon Humble,1,House Greyjoy,0,0,0.020066889632107,1,0,,,0
Quaro,0,Dothraki,0,0,0.0301003344481605,0,1,Baelor,Qotho - Slashed across the face by Ser Jorah Mormont with a sword.,9
Aelinor Penrose,0,House Baratheon,1,1,0.163879598662207,1,0,,,0
Aemon Estermont,1,House Baratheon,0,1,0.0301003344481605,1,0,,,0
Aemon Rivers,1,House Frey,0,1,0.0334448160535117,1,0,,,0
Aglantine,0,Soldier,0,0,0.0133779264214046,1,0,,,0
Aladale Wynch,1,House Greyjoy,0,1,0.020066889632107,0,8,The Long Night,Lady Alys Karstark - Killed by wight off-screen. Reanimated as a wight.,69
Albett,1,Night's Watch,0,0,0.0334448160535117,1,0,,,0
Albar Royce,1,House Arryn,0,1,0.0334448160535117,1,0,,,0
Alesander Staedmon,0,House Baratheon,0,1,0.0133779264214046,1,0,,,0
Alekyne Florent,1,House Tyrell,0,1,0.0668896321070234,1,0,,,0
Alesander Frey,0,House Frey,0,0,0.1438127090301,1,0,,,0
Alester Norcross,1,Noble,0,0,0.0802675585284281,1,0,,,0
Allard Seaworth,1,House Baratheon,0,1,0.0635451505016722,0,6,Oathbreaker,Ser Arthur Dayne - Slashed by Lord Eddard Stark with Dawn after being stabbed in the neck by Lord Howland Reed.,53
Allar Deem,1,Soldier,0,0,0.0434782608695652,0,8,The Iron Throne,Ser Alliser Thorne - 3 (Deceased),72
Alla Tyrell,0,House Tyrell,0,0,0.150501672240802,1,0,,,0
Alyn Cockshaw,1,House Tyrell,0,1,0.040133779264214,0,1,Baelor,Crow - Shot by Lord Robb Stark with an arrow using a bow.,9
Alyce Graceford,0,House Tyrell,0,1,0.0234113712374581,1,0,,,0
Alyn Connington,0,Noble,0,1,0.060200668896321,1,0,,,0
Alyn Ambrose,1,House Tyrell,0,0,0.0334448160535117,1,0,,,0
Alyn Estermont,1,House Baratheon,0,1,0.0267558528428093,1,0,,,0
Alyn Stackspear,0,House Lannister,0,1,0.0267558528428093,1,0,,,0
Alyn Frey,1,House Frey,0,0,0.137123745819397,1,0,,,0
Alyn Haigh,0,House Frey,0,0,0.0735785953177257,1,0,,,0
Alysanne Bulwer,0,House Tyrell,0,1,0.153846153846153,1,0,,,0
Alysanne Lefford,0,House Lannister,0,1,0.0133779264214046,1,0,,,0
Alys Frey,0,House Frey,1,0,0.0668896321070234,1,0,,,0
Alyssa Blackwood,0,House Tully,1,1,0.0969899665551839,0,5,The House of Black and White,"Two of Gilly's Sisters - Died after being infected with Greyscale off-screen, mentioned.",42
Alyx Frey,0,House Frey,0,0,0.1438127090301,1,0,,,0
Amarei Crakehall,0,House Lannister,1,0,0.153846153846153,0,1,"Cripples, Bastards, and Broken Things","Harkon Umber - Died during a bear hunt off-screen, mentioned.",4
Ambrose Butterwell,1,House Targaryen,1,1,0.414715719063545,0,5,Mother's Mercy,Unnamed Baratheon Soldier - Stabbed in the back by Lord Ramsay Bolton with a sword.,50
Andar Royce,1,House Arryn,0,1,0.040133779264214,1,0,,,0
Andros Brax,1,House Lannister,0,1,0.0535117056856187,0,5,Sons of the Harpy,"Unnamed Dornish Guard - Killed by Ser Bronn off-screen, body shown.",44
Antario Jast,1,House Lannister,1,1,0.0802675585284281,1,0,,,0
Andrew Estermont,1,House Baratheon,0,1,0.0367892976588628,1,0,,,0
Annara Farring,0,House Lannister,1,1,0.0635451505016722,1,0,,,0
Ardrian Celtigar,1,House Baratheon,0,1,0.0434782608695652,1,0,,,0
Anya Waynwood,0,House Arryn,0,1,0.0869565217391304,1,0,,,0
Androw Frey,1,House Frey,0,0,0.133779264214046,1,0,,,0
Armond Caswell,1,House Tyrell,0,1,0.0066889632107023,1,0,,,0
Arthur Ambrose,1,House Tyrell,1,1,0.060200668896321,1,0,,,0
Arthor Karstark,1,House Stark,0,0,0.0434782608695652,1,0,,,0
Arwyn Frey,0,House Frey,0,0,0.0468227424749163,1,0,,,0
Artos Stark,1,House Stark,1,0,0.103678929765886,1,0,,,0
Arwood Frey,1,House Frey,1,1,0.163879598662207,1,0,,,0
Lord Ashford,1,House Tyrell,0,1,0.0100334448160535,1,0,,,0
Azzak,0,Foreign Noble,0,1,0.0167224080267558,1,0,,,0
Baelor Hightower,1,House Tyrell,1,1,0.0668896321070234,1,0,,,0
Balman Byrch,1,Noble,1,1,0.0735785953177257,0,3,Mhysa,"Gelmarr - Flayed alive by Lord Ramsay Snow off-screen, mentioned.",30
Barth,1,Soldier,0,0,0.354515050167224,0,6,Battle of the Bastards,Belicho Paenymion - Throat slashed by Grey Worm with a knife.,59
Bayard Norcross,0,Noble,0,1,0.020066889632107,1,0,,,0
Bedwyck,1,Night's Watch,0,0,0.0501672240802675,1,0,,,0
Barthogan Stark,1,House Stark,0,1,0.127090301003344,1,0,,,0
Bellena Hawick,0,House Tully,1,0,0.133779264214046,1,0,,,0
Benedar Belmore,1,House Arryn,0,1,0.0267558528428093,1,0,,,0
