,allegiance,killer,killers_house,location,method,name,episode_global_num,weights_simple
1283,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1284,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1285,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1286,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1287,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1288,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1289,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1290,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1291,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1292,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1293,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1294,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1295,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1296,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1297,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1298,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1299,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1300,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1301,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1302,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1303,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1304,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1305,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1306,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1307,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Lannister soldier,64,0.8026079136690647
1308,House Lannister,Dothraki man,House Targaryen,Roseroad,Spear,Lannister soldier,64,0.8026079136690647
1309,House Lannister,Gendry,House Stark,King's Landing,Hammer,Lannister soldier,65,0.8026079136690647
1310,House Lannister,Gendry,House Stark,King's Landing,Hammer,Lannister soldier,65,0.8026079136690647
1311,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Dickon Tarly,65,0.9995503597122303
1312,House Lannister,Daenerys Targaryen,House Targaryen,Roseroad,Dragonfire (Dragon),Randyll Tarly,65,0.9995503597122303
1313,White Walkers,Jorah Mormont,House Targaryen,Beyond the Wall,Knife,Undead Polar Bear,66,0.9995503597122303
1314,Brotherhood Without Banners,Undead Polar Bear,White Walkers,Beyond the Wall,Claws,Thoros,66,0.9995503597122303
1315,Free Folk,Wight,White Walkers,Beyond the Wall,Drowning,Wildling,66,0.9523381294964028
1316,Free Folk,Wight,White Walkers,Beyond the Wall,Teeth,Wildling,66,0.9523381294964028
1317,House Stark,Wight,White Walkers,Beyond the Wall,Claws,Benjen Stark,66,0.9995503597122303
1318,House Stark,Wight,White Walkers,Beyond the Wall,Claws,Stark Soldier,66,0.9766187050359713
1319,House Stark,Undead Polar Bear,White Walkers,Beyond the Wall,Teeth,Stark Soldier,66,0.9766187050359713
1320,House Stark,Undead Polar Bear,White Walkers,Beyond the Wall,Teeth,Stark Soldier,66,0.9766187050359713
1321,House Targaryen,Night King,White Walkers,Beyond the Wall,Ice Javelin,Viserion,66,0.9995503597122303
1322,House Greyjoy,Theon Greyjoy,House Greyjoy,Dragonstone,Rock,Greyjoy Soldier,67,0.9838129496402879
1323,House Baelish,Arya Stark,House Stark,Winterfell,Knife,Petyr Baelish,67,0.9995503597122303
1324,Night's Watch,Viserion,White Walkers,The Wall,Falling,Night's Watch brother,67,0.9784172661870504
1325,Night's Watch,Viserion,White Walkers,The Wall,Falling,Night's Watch brother,67,0.9784172661870504
1326,Night's Watch,Viserion,White Walkers,The Wall,Falling,Night's Watch brother,67,0.9784172661870504
1327,Night's Watch,Viserion,White Walkers,The Wall,Falling,Night's Watch brother,67,0.9784172661870504
1328,Night's Watch,Viserion,White Walkers,The Wall,Falling,Night's Watch brother,67,0.9784172661870504
1329,Night's Watch,Viserion,White Walkers,The Wall,Falling,Night's Watch brother,67,0.9784172661870504
1330,Night's Watch,Viserion,White Walkers,The Wall,Falling,Night's Watch brother,67,0.9784172661870504
1331,Night's Watch,Viserion,White Walkers,The Wall,Falling,Night's Watch brother,67,0.9784172661870504
1332,House Greyjoy,Theon Greyjoy,House Greyjoy,The Narrow Sea,Arrow,Greyjoy Soldier,68,0.9838129496402879
1333,House Greyjoy,Theon Greyjoy,House Greyjoy,The Narrow Sea,Arrow,Greyjoy Soldier,68,0.9838129496402879
1334,House Greyjoy,Theon Greyjoy,House Greyjoy,The Narrow Sea,Arrow,Greyjoy Soldier,68,0.9838129496402879
1335,House Greyjoy,Theon Greyjoy,House Greyjoy,The Narrow Sea,Arrow,Greyjoy Soldier,68,0.9838129496402879
1336,House Greyjoy,Theon Greyjoy,House Greyjoy,The Narrow Sea,Arrow,Greyjoy Soldier,68,0.9838129496402879
1337,House Greyjoy,Theon Greyjoy,House Greyjoy,The Narrow Sea,Axe,Greyjoy Soldier,68,0.9838129496402879
1338,House Umber,Night King,White Walkers,Last Hearth,Steak,Ned Umber,69,0.9995503597122303
1339,White Walkers,Lyanna Mormont,House Mormont,Winterfell,Knife,Giant Wight,70,0.9995503597122303
1340,White Walkers,Arya Stark,House Stark,Winterfell,Knife,Night King,70,0.9995503597122303
1341,Lord of Light,"Melisandre ""the Red Woman"" of Asshai",Lord of Light,Winterfell,Old Age,"Melisandre ""the Red Woman"" of Asshai",70,0.9995503597122303
1342,Brotherhood Without Banners,Wight,White Walkers,Winterfell,Knife,Beric Dondarrion,70,0.9991007194244603
1343,House Mormont,Giant Wight,White Walkers,Winterfell,Club,Mormont Soldier,70,0.9968525179856116
1344,House Mormont,Giant Wight,White Walkers,Winterfell,Club,Mormont Soldier,70,0.9968525179856116
1345,House Mormont,Giant Wight,White Walkers,Winterfell,Club,Mormont Soldier,70,0.9968525179856116
1346,House Mormont,Giant Wight,White Walkers,Winterfell,Club,Mormont Soldier,70,0.9968525179856116
1347,House Mormont,Giant Wight,White Walkers,Winterfell,Club,Mormont Soldier,70,0.9968525179856116
1348,House Mormont,Giant Wight,White Walkers,Winterfell,Club,Mormont Soldier,70,0.9968525179856116
1349,House Mormont,Giant Wight,White Walkers,Winterfell,Club,Mormont Soldier,70,0.9968525179856116
1350,House Mormont,Giant Wight,White Walkers,Winterfell,Hands,Lyanna Mormont,70,0.9995503597122303
1351,House Stark,Wight,White Walkers,Winterfell,Sword,Stark Soldier,70,0.9766187050359713
1352,House Stark,Wight,White Walkers,Winterfell,Sword,Stark Soldier,70,0.9766187050359713
1353,House Stark,Wight,White Walkers,Winterfell,Sword,Stark Soldier,70,0.9766187050359713
1354,House Stark,Wight,White Walkers,Winterfell,Sword,Stark Soldier,70,0.9766187050359713
1355,House Stark,Wight,White Walkers,Winterfell,Sword,Stark Soldier,70,0.9766187050359713
1356,House Stark,Wight,White Walkers,Winterfell,Sword,Stark Soldier,70,0.9766187050359713
1357,House Stark,Wight,White Walkers,Winterfell,Teeth,Stark Soldier,70,0.9766187050359713
1358,House Targaryen,Wight,White Walkers,Winterfell,Knife,Unsullied,70,0.9955035971223022
1359,House Targaryen,Wight,White Walkers,Winterfell,Sword,Jorah Mormont,70,0.9995503597122303
1360,House Targaryen,Wight,White Walkers,Winterfell,Sword,Unsullied,70,0.9955035971223022
1361,House Targaryen,Wight,White Walkers,Winterfell,Sword,Unsullied,70,0.9955035971223022
1362,House Targaryen,Wight,White Walkers,Winterfell,Sword,Unsullied,70,0.9955035971223022
1363,House Targaryen,Wight,White Walkers,Winterfell,Sword,Unsullied,70,0.9955035971223022
1364,House Targaryen,Wight,White Walkers,Winterfell,Sword,Unsullied,70,0.9955035971223022
1365,House Targaryen,Wight,White Walkers,Winterfell,Sword,Unsullied,70,0.9955035971223022
1366,Night's Watch,Wight,White Walkers,Winterfell,Knife,Night's Watch brother,70,0.9784172661870504
1367,Night's Watch,Wight,White Walkers,Winterfell,Sword,Eddison Tollett,70,0.9995503597122303
1368,Night's Watch,Wight,White Walkers,Winterfell,Sword,Night's Watch brother,70,0.9784172661870504
1369,Night's Watch,Wight,White Walkers,Winterfell,Sword,Night's Watch brother,70,0.9784172661870504
1370,Night's Watch,Wight,White Walkers,Winterfell,Teeth,Night's Watch brother,70,0.9784172661870504
1371,Night's Watch,Wight,White Walkers,Winterfell,Teeth,Night's Watch brother,70,0.9784172661870504
1372,Smallfolk,Wight,White Walkers,Winterfell,Teeth,Peasant,70,0.9838129496402879
1373,Smallfolk,Wight,White Walkers,Winterfell,Teeth,Peasant,70,0.9838129496402879
1374,House Targaryen,Euron Greyjoy,House Greyjoy,Dragonstone,Giant arrow,Rhaegal,71,0.9995503597122303
1375,House Targaryen,Greyjoy Soldier,House Greyjoy,Dragonstone,Giant arrow,Unsullied,71,0.9955035971223022
1376,House Targaryen,Greyjoy Soldier,House Greyjoy,Dragonstone,Giant arrow,Unsullied,71,0.9955035971223022
1377,House Targaryen,Greyjoy Soldier,House Greyjoy,Dragonstone,Giant arrow,Unsullied,71,0.9955035971223022
1378,House Targaryen,"Gregor ""the Mountain"" Clegane",House Lannister,King's Landing,Sword,Missandei,71,0.9995503597122303
1379,House Lannister,"Sandor ""the Hound"" Clegane",House Clegane,King's Landing,Dragonfire (Dragon),"Gregor ""the Mountain"" Clegane",72,0.9995503597122303
1380,House Lannister,"Sandor ""the Hound"" Clegane",House Clegane,King's Landing,Dragonfire (Dragon),"Sandor ""the Hound"" Clegane",72,0.9995503597122303
1381,House Lannister,"Sandor ""the Hound"" Clegane",House Clegane,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1382,House Lannister,"Sandor ""the Hound"" Clegane",House Clegane,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1383,House Lannister,"Sandor ""the Hound"" Clegane",House Clegane,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1384,House Lannister,"Sandor ""the Hound"" Clegane",House Clegane,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1385,House Greyjoy,Jaime Lannister,House Lannister,King's Landing,Sword,Euron Greyjoy,72,0.9995503597122303
1386,House Lannister,"Gregor ""the Mountain"" Clegane",House Lannister,King's Landing,Hands,Qyburn,72,0.9995503597122303
1387,House Lannister,Stark Soldier,House Stark,King's Landing,Axe,Lannister soldier,72,0.8026079136690647
1388,House Lannister,Stark Soldier,House Stark,King's Landing,Axe,Lannister soldier,72,0.8026079136690647
1389,House Lannister,Stark Soldier,House Stark,King's Landing,Axe,Lannister soldier,72,0.8026079136690647
1390,House Lannister,Stark Soldier,House Stark,King's Landing,Axe,Lannister soldier,72,0.8026079136690647
1391,House Lannister,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1392,House Lannister,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1393,House Lannister,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1394,House Lannister,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1395,House Lannister,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1396,House Lannister,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1397,House Lannister,Jon Snow,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1398,House Lannister,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1399,House Lannister,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1400,House Lannister,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1401,House Lannister,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1402,House Lannister,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1403,House Lannister,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1404,House Lannister,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1405,House Lannister,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1406,House Lannister,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1407,House Lannister,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1408,House Lannister,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1409,House Lannister,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1410,House Lannister,Stark Soldier,House Stark,King's Landing,Sword,Lannister soldier,72,0.8026079136690647
1411,House Stark,Jon Snow,House Stark,King's Landing,Sword,Stark Soldier,72,0.9766187050359713
1412,None,Stark Soldier,House Stark,King's Landing,Sword,King's Landing Citizen,72,0.8952338129496402
1413,None,Stark Soldier,House Stark,King's Landing,Sword,King's Landing Citizen,72,0.8952338129496402
1414,None,Stark Soldier,House Stark,King's Landing,Sword,King's Landing Citizen,72,0.8952338129496402
1415,None,Stark Soldier,House Stark,King's Landing,Sword,King's Landing Citizen,72,0.8952338129496402
1416,None,Stark Soldier,House Stark,King's Landing,Sword,King's Landing Citizen,72,0.8952338129496402
1417,None,Stark Soldier,House Stark,King's Landing,Sword,King's Landing Citizen,72,0.8952338129496402
1418,House Greyjoy,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Greyjoy Soldier,72,0.9838129496402879
1419,House Greyjoy,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Greyjoy Soldier,72,0.9838129496402879
1420,House Lannister,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,72,0.8026079136690647
1421,House Lannister,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,72,0.8026079136690647
1422,House Lannister,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,72,0.8026079136690647
1423,House Lannister,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,72,0.8026079136690647
1424,House Lannister,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,72,0.8026079136690647
1425,House Lannister,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,72,0.8026079136690647
1426,House Lannister,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,72,0.8026079136690647
1427,House Lannister,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,72,0.8026079136690647
1428,House Lannister,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,72,0.8026079136690647
1429,House Lannister,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,72,0.8026079136690647
1430,House Lannister,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,72,0.8026079136690647
1431,House Lannister,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,72,0.8026079136690647
1432,House Lannister,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,72,0.8026079136690647
1433,House Lannister,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,72,0.8026079136690647
1434,House Lannister,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,72,0.8026079136690647
1435,House Lannister,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,72,0.8026079136690647
1436,House Lannister,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,72,0.8026079136690647
1437,House Lannister,Dothraki man,House Targaryen,King's Landing,Arakh,Lannister soldier,72,0.8026079136690647
1438,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company horse,72,0.9995503597122303
1439,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1440,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1441,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1442,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1443,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1444,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1445,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1446,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1447,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1448,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1449,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1450,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1451,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1452,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1453,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1454,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1455,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1456,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1457,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1458,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1459,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1460,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1461,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1462,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1463,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1464,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1465,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1466,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1467,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1468,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1469,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1470,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1471,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1472,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1473,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1474,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1475,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1476,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1477,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1478,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1479,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1480,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1481,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1482,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1483,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1484,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1485,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1486,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1487,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1488,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1489,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1490,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1491,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1492,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1493,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1494,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1495,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1496,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1497,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1498,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1499,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1500,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1501,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1502,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1503,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1504,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1505,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1506,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1507,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1508,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1509,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1510,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1511,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1512,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1513,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1514,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1515,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1516,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1517,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1518,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1519,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
1520,House Lannister,Daenerys Targaryen,House Targaryen,King's Landing,Dragonfire (Dragon),Golden Company soldier,72,0.8318345323741008
